ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
50,New York,US Open,09/06/2004,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Lopez F.,5,32,6,1,6,4,6,2,,,,,3,0,Completed,1.071,7.5,1.13,6,1.1,6.75,1.15,3.8,1.125,7.15
50,New York,US Open,09/06/2004,Grand Slam,Outdoor,Hard,4th Round,5,Henman T.,Kiefer N.,6,20,6,7,6,3,6,1,6,7,3,0,2,2,Retired,2.2,1.615,2.33,1.6,2.38,1.59,1.85,1.65,2.43,1.621
50,New York,US Open,09/06/2004,Grand Slam,Outdoor,Hard,4th Round,5,Hrbaty D.,Rochus O.,23,100,2,6,3,6,6,3,6,4,6,0,3,2,Completed,1.444,2.625,1.48,2.65,1.5,2.45,1.55,2,1.532,2.68
50,New York,US Open,09/06/2004,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Sargsian S.,7,54,6,3,6,2,6,2,,,,,3,0,Completed,1.05,9,1.06,9,1.05,8.5,1.1,4.5,1.091,9.5
50,New York,US Open,09/07/2004,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Pavel A.,1,18,,,,,,,,,,,,,Walkover,1.04,9,1.06,9,1.05,8.5,1.1,4.5,1.05,16
50,New York,US Open,09/07/2004,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Beck K.,5,72,6,4,6,2,6,2,,,,,3,0,Completed,1.063,8,1.06,9,1.07,7.19,1.05,6,1.08,10.5
50,New York,US Open,09/07/2004,Grand Slam,Outdoor,Hard,4th Round,5,Haas T.,Berdych T.,45,68,7,6,6,1,7,5,,,,,3,0,Completed,1.286,3.5,1.28,3.65,1.25,3.9,1.25,3.2,1.311,3.72
50,New York,US Open,09/08/2004,Grand Slam,Outdoor,Hard,4th Round,5,Johansson J.,Llodra M.,30,56,6,2,6,3,6,2,,,,,3,0,Completed,1.4,2.75,1.4,2.95,1.48,2.53,1.4,2.5,1.452,2.91
50,New York,US Open,09/08/2004,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Robredo T.,2,19,6,3,6,2,6,4,,,,,3,0,Completed,1.063,8,1.06,9,1.07,7.19,1.05,6,,
50,New York,US Open,09/09/2004,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Agassi A.,1,7,6,3,2,6,7,5,3,6,6,3,3,2,Completed,1.36,3,1.38,3.05,1.4,2.85,1.45,2.35,1.238,4.6
50,New York,US Open,09/09/2004,Grand Slam,Outdoor,Hard,Quarterfinals,5,Henman T.,Hrbaty D.,6,23,6,1,7,5,5,7,6,2,,,3,1,Completed,1.44,2.62,1.48,2.65,1.45,2.6,1.5,2.2,1.103,8.5
50,New York,US Open,09/09/2004,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hewitt L.,Haas T.,5,45,6,2,6,2,6,2,,,,,3,0,Completed,1.36,3,1.3,3.5,1.34,3.31,1.3,2.9,1.382,3.26
50,New York,US Open,09/10/2004,Grand Slam,Outdoor,Hard,Quarterfinals,5,Johansson J.,Roddick A.,30,2,6,4,6,4,3,6,2,6,6,4,3,2,Completed,7,1.08,5.75,1.14,6.75,1.1,4,1.15,8.1,1.114
50,New York,US Open,09/11/2004,Grand Slam,Outdoor,Hard,Semifinals,5,Hewitt L.,Johansson J.,5,30,6,4,7,5,6,3,,,,,3,0,Completed,1.2,4.5,1.22,4.25,1.25,3.65,1.2,3.6,1.299,3.9
50,New York,US Open,09/11/2004,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Henman T.,1,6,6,3,6,4,6,4,,,,,3,0,Completed,1.22,4.33,1.18,4.7,1.25,4.2,1.2,3.6,1.208,5.2
50,New York,US Open,09/12/2004,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Hewitt L.,1,5,6,0,7,6,6,0,,,,,3,0,Completed,1.36,3.2,1.36,3,1.4,3.18,1.4,2.5,1.394,3.24
51,Beijing,China Open,09/13/2004,International,Outdoor,Hard,1st Round,3,Nieminen J.,Garcia-Lopez G.,71,120,7,5,6,4,,,,,,,2,0,Completed,1.28,3.25,1.33,3.2,1.35,3.1,1.3,2.7,,
51,Beijing,China Open,09/13/2004,International,Outdoor,Hard,1st Round,3,Schuettler R.,Baccanello P.,12,365,6,3,6,4,,,,,,,2,0,Completed,1.14,5,1.16,4.85,1.17,4.67,1.1,4.5,1.143,6.3
51,Beijing,China Open,09/13/2004,International,Outdoor,Hard,1st Round,3,Lu Y.H.,Zhu B.Q.,94,641,7,5,6,2,,,,,,,2,0,Completed,,,,,,,1.35,2.5,1.333,3.55
51,Beijing,China Open,09/14/2004,International,Outdoor,Hard,1st Round,3,Dent T.,Luczak P.,28,139,6,3,6,2,,,,,,,2,0,Completed,,,,,,,1.2,3.3,,
51,Beijing,China Open,09/14/2004,International,Outdoor,Hard,1st Round,3,Okun N.,Parmar A.,144,185,6,3,6,2,,,,,,,2,0,Completed,,,,,,,1.75,1.75,,
51,Beijing,China Open,09/15/2004,International,Outdoor,Hard,1st Round,3,Kim K.,Burgsmuller L.,143,136,6,2,6,2,,,,,,,2,0,Completed,1.83,1.83,1.88,1.88,1.7,2.1,1.8,1.7,1.676,2.28
51,Beijing,China Open,09/15/2004,International,Outdoor,Hard,1st Round,3,Ferrero J.C.,Gimelstob J.,11,256,6,4,6,1,,,,,,,2,0,Completed,1.12,5.5,1.13,5.4,1.15,5.2,1.2,3.3,1.196,5.1
51,Beijing,China Open,09/15/2004,International,Outdoor,Hard,1st Round,3,Youzhny M.,Heuberger I.,35,129,7,5,7,6,,,,,,,2,0,Completed,1.16,4.5,1.25,3.65,1.25,3.75,1.25,3,1.268,4.18
51,Beijing,China Open,09/15/2004,International,Outdoor,Hard,1st Round,3,Sanguinetti D.,Healey N.,105,356,5,7,7,5,6,2,,,,,2,1,Completed,,,,,,,1.3,2.7,,
51,Beijing,China Open,09/15/2004,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Wang Y.,18,180,6,2,6,2,,,,,,,2,0,Completed,,,,,,,1.05,5,1.125,7.1
51,Beijing,China Open,09/15/2004,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Lisnard J.R.,20,125,6,4,7,5,,,,,,,2,0,Completed,1.16,4.5,1.16,5,1.17,4.67,1.1,4.5,1.154,5.9
51,Beijing,China Open,09/15/2004,International,Outdoor,Hard,1st Round,3,Lee H.T.,Weiner G.,65,124,6,2,6,4,,,,,,,2,0,Completed,1.36,2.87,1.45,2.6,1.37,2.92,1.4,2.3,1.417,3.05
51,Beijing,China Open,09/15/2004,International,Outdoor,Hard,1st Round,3,Tsonga J.W.,Moya C.,209,6,6,3,6,3,,,,,,,2,0,Completed,,,,,,,3.8,1.15,,
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,1st Round,3,Safin M.,Bogomolov A.,13,106,6,4,7,5,,,,,,,2,0,Completed,1.22,3.75,1.25,3.8,1.25,3.75,1.15,3.8,1.303,3.8
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,1st Round,3,Lu H.,Amritraj P.,1095,308,4,6,6,4,6,2,,,,,2,1,Completed,,,,,,,4.5,1.1,,
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,1st Round,3,Nalbandian D.,Pless K.,14,280,7,6,3,6,6,3,,,,,2,1,Completed,1.11,6,1.17,4.65,1.17,4.67,1.15,3.8,1.222,4.7
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,2nd Round,3,Youzhny M.,Schuettler R.,35,12,7,6,6,1,,,,,,,2,0,Completed,,,2,1.77,2.15,1.65,,,1.98,1.847
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,2nd Round,3,Kim K.,Ferrero J.C.,143,11,6,4,6,4,,,,,,,2,0,Completed,,,,,4.67,1.17,,,5.75,1.163
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,2nd Round,3,Hrbaty D.,Sanguinetti D.,18,105,6,2,6,2,,,,,,,2,0,Completed,,,1.3,3.4,1.37,2.92,2.3,1.4,1.288,3.97
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,2nd Round,3,Nieminen J.,Dent T.,71,28,6,3,7,5,,,,,,,2,0,Completed,,,2.3,1.6,2.35,1.55,2.2,1.45,2.7,1.526
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,2nd Round,3,Lee H.T.,Tsonga J.W.,65,209,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,,,
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Okun N.,20,144,6,3,3,6,7,6,,,,,2,1,Completed,,,1.18,4.65,1.2,4.25,,,1.229,4.67
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,2nd Round,3,Safin M.,Lu H.,13,1095,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,,,
51,Beijing,China Open,09/16/2004,International,Outdoor,Hard,2nd Round,3,Nalbandian D.,Lu Y.H.,14,94,6,7,6,4,6,4,,,,,2,1,Completed,,,,,,,,,,
51,Beijing,China Open,09/17/2004,International,Outdoor,Hard,Quarterfinals,3,Youzhny M.,Hrbaty D.,35,18,6,4,6,2,,,,,,,2,0,Completed,1.9,1.8,1.88,1.88,1.75,2,1.7,1.8,1.87,1.952
51,Beijing,China Open,09/17/2004,International,Outdoor,Hard,Quarterfinals,3,Srichaphan P.,Lee H.T.,20,65,6,4,6,3,,,,,,,2,0,Completed,1.4,2.75,1.45,2.7,1.48,2.53,1.45,2.2,1.476,2.82
51,Beijing,China Open,09/17/2004,International,Outdoor,Hard,Quarterfinals,3,Nieminen J.,Nalbandian D.,71,14,6,2,2,6,6,2,,,,,2,1,Completed,2.5,1.5,2.2,1.65,2.25,1.6,2,1.55,2.28,1.676
51,Beijing,China Open,09/17/2004,International,Outdoor,Hard,Quarterfinals,3,Safin M.,Kim K.,13,143,6,2,6,4,,,,,,,2,0,Completed,1.2,4.33,1.2,4.4,1.17,4.67,1.15,3.8,1.179,5.4
51,Beijing,China Open,09/18/2004,International,Outdoor,Hard,Semifinals,3,Youzhny M.,Srichaphan P.,35,20,6,4,6,4,,,,,,,2,0,Completed,2.1,1.66,1.9,1.9,2,1.75,1.9,1.7,1.926,1.926
51,Beijing,China Open,09/18/2004,International,Outdoor,Hard,Semifinals,3,Safin M.,Nieminen J.,13,71,6,2,6,4,,,,,,,2,0,Completed,1.4,2.75,1.4,2.95,1.4,2.85,1.4,2.5,1.397,3.22
51,Beijing,China Open,09/19/2004,International,Outdoor,Hard,The Final,3,Safin M.,Youzhny M.,13,35,7,6,7,5,,,,,,,2,0,Completed,1.5,2.5,1.4,2.95,1.42,2.75,1.45,2.35,1.465,2.93
52,Bucharest,Open Romania,09/13/2004,International,Outdoor,Clay,1st Round,3,Mantilla F.,Davydenko N.,87,44,7,6,6,0,,,,,,,2,0,Completed,2.1,1.66,2,1.77,1.95,1.8,1.8,1.7,,
52,Bucharest,Open Romania,09/13/2004,International,Outdoor,Clay,1st Round,3,Mathieu P.H.,Costa A.,79,45,6,1,6,2,,,,,,,2,0,Completed,2.25,1.57,2.2,1.65,2,1.75,1.75,1.75,2.25,1.69
52,Bucharest,Open Romania,09/13/2004,International,Outdoor,Clay,1st Round,3,Andreev I.,Vliegen K.,49,99,6,2,6,3,,,,,,,2,0,Completed,1.33,3,1.35,3.1,1.37,2.92,1.3,2.7,1.426,3.05
52,Bucharest,Open Romania,09/13/2004,International,Outdoor,Clay,1st Round,3,Corretja A.,Hernandez O.,91,102,7,5,2,6,7,5,,,,,2,1,Completed,2.25,1.57,1.93,1.83,1.9,1.85,1.9,1.6,1.962,1.862
52,Bucharest,Open Romania,09/13/2004,International,Outdoor,Clay,1st Round,3,di Pasquale A.,Elsner D.,244,146,4,0,,,,,,,,,0,0,Retired,2,1.72,1.88,1.88,1.9,1.85,1.65,1.85,1.952,1.87
52,Bucharest,Open Romania,09/13/2004,International,Outdoor,Clay,1st Round,3,Sanchez D.,Sluiter R.,77,93,6,2,7,6,,,,,,,2,0,Completed,1.44,2.62,1.38,2.9,1.45,2.6,1.45,2.2,1.455,2.95
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Djokovic N.,Clement A.,272,67,2,6,6,4,6,4,,,,,2,1,Completed,,,2.35,1.53,2.4,1.53,,,,
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Mayer F.,van Scheppingen D.,36,72,6,1,6,1,,,,,,,2,0,Completed,1.3,3.2,1.3,3.4,1.28,3.46,1.25,3,1.345,3.5
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Gasquet R.,Starace P.,119,80,6,3,6,4,,,,,,,2,0,Completed,,,2.1,1.67,2.1,1.7,1.9,1.6,,
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Acasuso J.,Squillari F.,95,135,3,6,6,4,6,2,,,,,2,1,Completed,,,1.83,1.93,1.75,2,1.6,1.9,,
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Hanescu V.,Verdasco F.,96,39,7,6,7,6,,,,,,,2,0,Completed,2.62,1.44,2.7,1.45,2.45,1.5,2.2,1.45,2.82,1.488
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Ferrer D.,Wawrinka S.,54,167,6,4,7,6,,,,,,,2,0,Completed,,,1.45,2.6,1.4,2.85,1.4,2.3,,
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Sabau R.,85,296,6,1,6,1,,,,,,,2,0,Completed,1.53,2.37,1.4,2.8,1.4,2.85,1.45,2.2,1.543,2.64
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Volandri F.,Montanes A.,53,83,6,3,6,1,,,,,,,2,0,Completed,1.22,3.75,1.18,4.5,1.22,3.98,1.15,3.8,1.244,4.45
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Koubek S.,Ionita V.,82,221,6,3,7,6,,,,,,,2,0,Completed,1.25,3.5,1.48,2.6,1.37,2.92,1.05,5,1.461,2.92
52,Bucharest,Open Romania,09/14/2004,International,Outdoor,Clay,1st Round,3,Calatrava A.,Monaco J.,101,86,7,6,6,2,,,,,,,2,0,Completed,2.75,1.4,2.6,1.48,2.15,1.65,2.5,1.35,2.6,1.556
52,Bucharest,Open Romania,09/15/2004,International,Outdoor,Clay,2nd Round,3,Andreev I.,Kohlschreiber P.,49,85,7,6,6,2,,,,,,,2,0,Completed,1.3,3.4,,,1.3,3.35,,,1.308,3.75
52,Bucharest,Open Romania,09/15/2004,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Sanchez D.,95,77,6,3,6,0,,,,,,,2,0,Completed,2,1.72,1.88,1.88,1.95,1.8,1.75,1.75,1.885,1.935
52,Bucharest,Open Romania,09/15/2004,International,Outdoor,Clay,2nd Round,3,Mathieu P.H.,Corretja A.,79,91,3,6,6,3,6,1,,,,,2,1,Completed,1.57,2.25,1.5,2.5,1.5,2.45,1.6,1.9,1.465,2.87
52,Bucharest,Open Romania,09/15/2004,International,Outdoor,Clay,2nd Round,3,Mantilla F.,Calatrava A.,87,101,6,3,6,1,,,,,,,2,0,Completed,,,1.37,3,1.4,2.85,1.4,2.3,1.417,3.05
52,Bucharest,Open Romania,09/16/2004,International,Outdoor,Clay,2nd Round,3,Volandri F.,Gasquet R.,53,119,6,2,1,6,6,3,,,,,2,1,Completed,1.53,2.37,1.48,2.6,1.5,2.45,1.55,2,1.476,2.85
52,Bucharest,Open Romania,09/16/2004,International,Outdoor,Clay,2nd Round,3,Hanescu V.,Koubek S.,96,82,6,2,6,3,,,,,,,2,0,Completed,1.8,1.9,1.67,2.15,1.7,2.1,1.6,1.9,1.714,2.2
52,Bucharest,Open Romania,09/16/2004,International,Outdoor,Clay,2nd Round,3,Mayer F.,di Pasquale A.,36,244,7,6,4,6,6,4,,,,,2,1,Completed,1.25,3.75,1.2,4.4,1.2,4.25,1.25,3,1.23,4.65
52,Bucharest,Open Romania,09/16/2004,International,Outdoor,Clay,2nd Round,3,Ferrer D.,Djokovic N.,54,272,4,6,6,4,6,4,,,,,2,1,Completed,1.28,3.5,1.3,3.4,1.25,3.75,1.25,3,1.286,3.95
52,Bucharest,Open Romania,09/17/2004,International,Outdoor,Clay,Quarterfinals,3,Acasuso J.,Mathieu P.H.,95,79,6,2,7,6,,,,,,,2,0,Completed,1.66,2.1,1.65,2.2,1.7,2.1,1.75,1.75,1.73,2.17
52,Bucharest,Open Romania,09/17/2004,International,Outdoor,Clay,Quarterfinals,3,Volandri F.,Hanescu V.,53,96,6,3,6,1,,,,,,,2,0,Completed,1.5,2.5,1.55,2.4,,,1.55,2,1.69,2.25
52,Bucharest,Open Romania,09/17/2004,International,Outdoor,Clay,Quarterfinals,3,Andreev I.,Mantilla F.,49,87,6,4,6,2,,,,,,,2,0,Completed,1.66,2.1,1.83,1.93,1.8,1.95,1.75,1.75,1.935,1.885
52,Bucharest,Open Romania,09/17/2004,International,Outdoor,Clay,Quarterfinals,3,Mayer F.,Ferrer D.,36,54,6,4,6,2,,,,,,,2,0,Completed,1.66,2.1,1.7,2.1,1.6,2.25,1.6,1.9,1.741,2.15
52,Bucharest,Open Romania,09/18/2004,International,Outdoor,Clay,Semifinals,3,Acasuso J.,Volandri F.,95,53,7,6,6,2,,,,,,,2,0,Completed,2.1,1.66,2.35,1.6,2.25,1.6,2,1.6,2.45,1.613
52,Bucharest,Open Romania,09/18/2004,International,Outdoor,Clay,Semifinals,3,Andreev I.,Mayer F.,49,36,2,6,6,1,6,4,,,,,2,1,Completed,1.8,1.9,,,1.87,1.87,1.8,1.8,1.909,1.943
52,Bucharest,Open Romania,09/19/2004,International,Outdoor,Clay,The Final,3,Acasuso J.,Andreev I.,95,49,6,3,6,0,,,,,,,2,0,Completed,2,1.72,2.05,1.77,2.05,1.75,2.1,1.55,2,1.862
53,Delray Beach,International Championships,09/13/2004,International,Outdoor,Hard,1st Round,3,Golmard J.,Norman D.,252,150,7,5,3,6,6,4,,,,,2,1,Completed,1.57,2.25,1.53,2.45,1.6,2.25,1.5,2.1,1.543,2.64
53,Delray Beach,International Championships,09/13/2004,International,Outdoor,Hard,1st Round,3,Goldstein P.,Karlovic I.,141,63,4,6,6,3,7,6,,,,,2,1,Completed,3,1.33,3.1,1.35,3.35,1.3,2.7,1.3,3.4,1.357
53,Delray Beach,International Championships,09/14/2004,International,Outdoor,Hard,1st Round,3,Ancic M.,Gambill J.M.,29,73,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,1.67,2.15,1.6,2.3,1.6,1.9,1.735,2.16
53,Delray Beach,International Championships,09/14/2004,International,Outdoor,Hard,1st Round,3,Rusedski G.,Malisse X.,90,61,7,5,4,6,6,1,,,,,2,1,Completed,1.83,1.83,1.67,2.15,1.6,2.25,1.6,1.9,1.769,2.1
53,Delray Beach,International Championships,09/14/2004,International,Outdoor,Hard,1st Round,3,Carlsen K.,Saulnier C.,109,58,2,6,6,4,7,5,,,,,2,1,Completed,2.75,1.4,3.2,1.33,2.92,1.37,2.5,1.35,3.4,1.357
53,Delray Beach,International Championships,09/14/2004,International,Outdoor,Hard,1st Round,3,Blake J.,Bohane A.,89,1416,4,6,6,3,6,2,,,,,2,1,Completed,1.11,6,,,,,1.1,4.5,,
53,Delray Beach,International Championships,09/14/2004,International,Outdoor,Hard,1st Round,3,Phau B.,Odesnik W.,176,493,4,6,6,3,6,0,,,,,2,1,Completed,1.53,2.37,,,1.53,2.4,1.4,2.3,,
53,Delray Beach,International Championships,09/14/2004,International,Outdoor,Hard,1st Round,3,Delic A.,Garcia A.,214,103,2,6,6,2,6,3,,,,,2,1,Completed,,,1.93,1.8,1.9,1.85,1.8,1.7,1.98,1.847
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,1st Round,3,Fish M.,Pedroso A.,27,286,6,1,6,2,,,,,,,2,0,Completed,,,1.14,5.25,1.1,6.75,1.1,4.5,1.105,8.25
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,1st Round,3,Morrison J.,Widom T.,97,270,6,4,6,3,,,,,,,2,0,Completed,1.25,3.5,,,1.3,3.35,1.25,3,1.323,3.65
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,1st Round,3,de Chaunac S.,Stepanek R.,166,75,6,7,7,6,6,1,,,,,2,1,Completed,2.5,1.5,2.45,1.53,2.45,1.5,2.2,1.45,2.75,1.5
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,1st Round,3,Spadea V.,Falla A.,24,118,4,6,7,5,6,1,,,,,2,1,Completed,1.22,4,1.22,4.1,1.3,3.35,1.25,3,1.286,3.95
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,1st Round,3,Mello R.,Elseneer G.,100,104,6,1,6,4,,,,,,,2,0,Completed,1.57,2.25,1.57,2.35,1.6,2.25,1.5,2.1,1.559,2.59
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,1st Round,3,Armando H.,Mirnyi M.,198,64,3,6,7,6,7,6,,,,,2,1,Completed,,,4.25,1.2,2.25,1.6,3.3,1.2,4,1.282
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,1st Round,3,Boeker M.,Kendrick R.,238,158,6,3,6,2,,,,,,,2,0,Completed,,,,,2.05,1.75,1.8,1.7,2.13,1.752
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,1st Round,3,Salzenstein J.,Chiudinelli M.,163,145,7,5,6,7,6,2,,,,,2,1,Completed,1.57,2.25,1.6,2.3,1.55,2.35,1.5,2.1,1.613,2.43
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,2nd Round,3,Ancic M.,Delic A.,29,214,6,1,6,3,,,,,,,2,0,Completed,1.25,3.75,1.3,3.4,1.35,3.1,1.25,3,1.364,3.35
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,2nd Round,3,Golmard J.,de Chaunac S.,252,166,6,3,6,2,,,,,,,2,0,Completed,1.5,2.5,1.55,2.4,1.6,2.25,1.45,2.2,1.649,2.34
53,Delray Beach,International Championships,09/15/2004,International,Outdoor,Hard,2nd Round,3,Carlsen K.,Phau B.,109,176,5,7,6,4,6,2,,,,,2,1,Completed,1.5,2.5,1.57,2.35,1.6,2.3,1.5,2.1,1.625,2.4
53,Delray Beach,International Championships,09/16/2004,International,Outdoor,Hard,2nd Round,3,Mello R.,Fish M.,100,27,5,7,6,4,6,4,,,,,2,1,Completed,3.5,1.28,3.1,1.35,3.35,1.3,3,1.25,3.25,1.385
53,Delray Beach,International Championships,09/16/2004,International,Outdoor,Hard,2nd Round,3,Salzenstein J.,Goldstein P.,163,141,6,2,2,6,6,1,,,,,2,1,Completed,1.8,1.9,2,1.77,2,1.75,1.75,1.75,2.06,1.794
53,Delray Beach,International Championships,09/16/2004,International,Outdoor,Hard,2nd Round,3,Armando H.,Morrison J.,198,97,7,6,6,3,,,,,,,2,0,Completed,2.37,1.53,2.6,1.48,2.35,1.55,1.9,1.6,2.63,1.546
53,Delray Beach,International Championships,09/16/2004,International,Outdoor,Hard,2nd Round,3,Rusedski G.,Boeker M.,90,238,6,3,6,4,,,,,,,2,0,Completed,1.16,4.5,1.22,4.1,1.28,3.46,1.2,3.3,1.238,4.6
53,Delray Beach,International Championships,09/17/2004,International,Outdoor,Hard,2nd Round,3,Spadea V.,Blake J.,24,89,6,3,6,1,,,,,,,2,0,Completed,1.44,2.62,1.4,2.9,1.37,2.92,1.4,2.3,1.398,3.16
53,Delray Beach,International Championships,09/17/2004,International,Outdoor,Hard,Quarterfinals,3,Ancic M.,Carlsen K.,29,109,6,2,7,5,,,,,,,2,0,Completed,1.36,3,1.4,2.85,1.3,3.35,1.3,2.7,1.351,3.4
53,Delray Beach,International Championships,09/17/2004,International,Outdoor,Hard,Quarterfinals,3,Mello R.,Golmard J.,100,252,6,7,6,3,6,3,,,,,2,1,Completed,1.66,2.1,1.52,2.47,1.76,1.99,1.6,1.9,1.667,2.33
53,Delray Beach,International Championships,09/18/2004,International,Outdoor,Hard,Quarterfinals,3,Spadea V.,Armando H.,24,198,6,3,1,6,6,4,,,,,2,1,Completed,1.3,3.4,1.28,3.55,1.25,3.75,1.3,2.7,1.27,4.2
53,Delray Beach,International Championships,09/18/2004,International,Outdoor,Hard,Quarterfinals,3,Salzenstein J.,Rusedski G.,163,90,6,4,7,6,,,,,,,2,0,Completed,4,1.22,3.55,1.28,3.75,1.25,2.7,1.3,4.35,1.25
53,Delray Beach,International Championships,09/18/2004,International,Outdoor,Hard,Semifinals,3,Mello R.,Ancic M.,100,29,7,6,6,3,,,,,,,2,0,Completed,2.37,1.53,2.25,1.65,2.45,1.5,2.2,1.5,2.47,1.602
53,Delray Beach,International Championships,09/19/2004,International,Outdoor,Hard,Semifinals,3,Spadea V.,Salzenstein J.,24,163,6,1,6,3,,,,,,,2,0,Completed,1.33,3.25,1.65,2.25,1.3,3.35,1.35,2.7,1.323,3.6
53,Delray Beach,International Championships,09/19/2004,International,Outdoor,Hard,The Final,3,Mello R.,Spadea V.,24,100,7,6,6,3,,,,,,,2,0,Completed,2.37,1.53,2.3,1.62,2.45,1.5,2.1,1.55,2.45,1.613
54,Bangkok,Thailand Open,09/27/2004,International,Indoor,Hard,1st Round,3,Saretta F.,Amritraj P.,126,301,6,3,6,3,,,,,,,2,0,Completed,1.36,2.87,,,1.28,3.46,1.25,3,,
54,Bangkok,Thailand Open,09/27/2004,International,Indoor,Hard,1st Round,3,Johansson T.,Lopez F.,48,29,6,1,2,6,7,6,,,,,2,1,Completed,1.83,1.83,1.7,2.1,1.8,1.95,1.75,1.75,1.769,2.1
54,Bangkok,Thailand Open,09/28/2004,International,Indoor,Hard,1st Round,3,Baccanello P.,Rosset M.,362,108,7,6,1,6,7,6,,,,,2,1,Completed,2,1.72,1.93,1.83,1.9,1.85,1.8,1.7,2,1.833
54,Bangkok,Thailand Open,09/28/2004,International,Indoor,Hard,1st Round,3,van Scheppingen D.,Djokovic N.,81,248,4,6,7,5,6,4,,,,,2,1,Completed,1.61,2.2,,,1.48,2.53,1.5,2.1,1.541,2.65
54,Bangkok,Thailand Open,09/28/2004,International,Indoor,Hard,1st Round,3,Bogomolov A.,Crabb J.,102,409,6,4,6,2,,,,,,,2,0,Completed,,,,,,,1.3,2.7,,
54,Bangkok,Thailand Open,09/28/2004,International,Indoor,Hard,1st Round,3,Morrison J.,Kohlmann M.,97,321,6,4,6,3,,,,,,,2,0,Completed,,,,,,,1.35,2.5,1.476,2.82
54,Bangkok,Thailand Open,09/28/2004,International,Indoor,Hard,1st Round,3,Dent T.,Gimelstob J.,34,224,4,6,6,4,6,4,,,,,2,1,Completed,1.33,3,1.3,3.4,1.37,2.92,1.3,2.7,1.365,3.34
54,Bangkok,Thailand Open,09/28/2004,International,Indoor,Hard,1st Round,3,Heuberger I.,Savolt A.,129,592,6,4,6,1,,,,,,,2,0,Completed,1.25,3.5,1.22,4.1,1.28,3.46,1.2,3.3,1.277,4.06
54,Bangkok,Thailand Open,09/28/2004,International,Indoor,Hard,1st Round,3,Federer R.,Thomann N.,1,507,6,4,7,6,,,,,,,2,0,Completed,1.02,11,1.02,11,1.04,9.25,1.05,5,1.029,24
54,Bangkok,Thailand Open,09/29/2004,International,Indoor,Hard,1st Round,3,Wassen R.,Andreev I.,542,39,6,1,6,2,,,,,,,2,0,Completed,,,4.4,1.2,3.98,1.22,3.3,1.2,5.15,1.19
