ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Federer R.,Blake J.,1,70,6500,545,7,6,7,5,,,,,,,2,0,Completed,1.05,9,1.06,9,1.05,8.5,1.07,4.5,1.055,15.25
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Kiefer N.,Lapentti N.,38,87,915,472,6,1,6,4,,,,,,,2,0,Completed,1.36,3,1.33,3.3,1.35,3.1,1.3,2.9,1.322,3.81
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Gasquet R.,Lopez F.,15,25,1459,1215,7,5,4,6,6,1,,,,,2,1,Completed,1.44,2.62,1.45,2.75,1.4,2.85,1.45,2.35,1.418,3.19
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Mathieu P.H.,Haas T.,43,28,808,1125,6,3,2,6,6,1,,,,,2,1,Completed,1.57,2.25,1.57,2.4,1.6,2.25,1.8,1.8,1.571,2.63
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Hrbaty D.,Johansson T.,20,13,1341,1480,6,1,7,5,,,,,,,2,0,Completed,1.66,2.1,1.73,2.1,1.65,2.2,1.7,1.9,1.676,2.38
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Ginepri R.,Puerta M.,58,9,645,1762,7,6,6,1,,,,,,,2,0,Completed,1.57,2.25,1.62,2.3,1.55,2.35,1.55,2.1,1.637,2.47
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Ferrer D.,Moodie W.,19,112,1375,381,6,2,6,1,,,,,,,2,0,Completed,1.9,1.8,1.85,1.95,1.87,1.87,1.65,1.95,1.917,1.99
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Hewitt L.,Andreev I.,3,50,3460,719,6,3,6,4,,,,,,,2,0,Completed,1.12,5.5,1.13,6,1.15,5.2,1.2,3.6,1.18,6.05
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Davydenko N.,Grosjean S.,7,32,2150,1055,7,6,7,5,,,,,,,2,0,Completed,1.83,1.83,1.9,1.9,1.95,1.8,1.8,1.8,1.909,2
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Soderling R.,Mirnyi M.,44,30,805,1100,6,2,6,4,,,,,,,2,0,Completed,,,2.3,1.62,2.3,1.6,2.1,1.55,2.32,1.704
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Rusedski G.,Tursunov D.,35,120,1048,367,4,6,7,5,6,4,,,,,2,1,Completed,1.5,2.5,1.55,2.45,1.48,2.53,1.4,2.5,1.641,2.46
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Safin M.,Hernych J.,4,86,3160,480,7,6,6,4,,,,,,,2,0,Completed,1.36,3,1.4,2.95,1.32,3.22,1.2,3.6,1.435,3.1
49,Cincinnati,Western & Southern Financial Group Masters,08/16/2005,Masters,Outdoor,Hard,1st Round,3,Acasuso J.,El Aynaoui Y.,52,325,698,99,6,3,6,2,,,,,,,2,0,Completed,1.9,1.8,2.05,1.77,1.95,1.8,1.9,1.7,1.962,1.943
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,1st Round,3,Simon G.,Spadea V.,126,42,352,815,2,6,6,2,6,3,,,,,2,1,Completed,2.25,1.57,2.2,1.67,2.08,1.7,2.2,1.5,2.11,1.826
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,1st Round,3,Murray A.,Dent T.,132,22,329,1340,7,6,7,6,,,,,,,2,0,Completed,2.75,1.39,2.5,1.53,2.53,1.48,2.35,1.45,2.97,1.476
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,1st Round,3,Berdych T.,Nadal R.,36,2,1030,4355,6,7,6,2,7,6,,,,,2,1,Completed,8,1.06,7,1.1,6.75,1.1,6,1.05,7.9,1.131
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,1st Round,3,Moya C.,Malisse X.,33,51,1055,703,6,4,6,4,,,,,,,2,0,Completed,1.39,2.75,1.42,2.85,,,1.35,2.7,1.457,2.99
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,1st Round,3,Robredo T.,Gaudio G.,21,8,1340,1925,2,6,6,3,6,3,,,,,2,1,Completed,2.25,1.57,2.4,1.57,2.3,1.6,2,1.6,2.55,1.606
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Hewitt L.,Rusedski G.,3,35,3460,1048,1,6,7,5,6,4,,,,,2,1,Completed,1.19,4.33,1.22,4.25,1.2,4.25,1.2,3.6,1.239,4.79
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Monfils G.,Beck K.,46,39,755,912,6,1,7,6,,,,,,,2,0,Completed,1.72,2,1.9,1.9,1.85,1.9,1.9,1.7,2.09,1.84
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Gonzalez F.,Nalbandian D.,18,11,1385,1680,3,6,6,1,6,2,,,,,2,1,Completed,2.5,1.5,2.5,1.53,2.4,1.53,2.35,1.45,3,1.455
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Rochus O.,Santoro F.,34,81,1050,498,7,5,6,3,,,,,,,2,0,Completed,1.53,2.37,1.55,2.45,1.48,2.53,1.55,2.1,1.543,2.69
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Ancic M.,Gasquet R.,27,15,1175,1459,6,4,7,6,,,,,,,2,0,Completed,2.37,1.53,2.5,1.53,2.3,1.6,1.95,1.65,2.54,1.61
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Horna L.,Coria G.,63,10,610,1745,6,4,6,4,,,,,,,2,0,Completed,3.75,1.25,3.5,1.3,3.22,1.32,3.6,1.2,3.7,1.333
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Hrbaty D.,Soderling R.,20,44,1341,805,6,4,7,6,,,,,,,2,0,Completed,1.5,2.5,1.57,2.4,1.55,2.35,1.55,2.1,1.493,2.83
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Federer R.,Kiefer N.,1,38,6500,915,4,6,6,4,6,4,,,,,2,1,Completed,1.03,10,1.06,9,1.08,6.92,1.1,5,1.063,13.75
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Youzhny M.,Berdych T.,26,36,1195,1030,4,6,7,6,7,6,,,,,2,1,Completed,2.25,1.57,2.2,1.67,2.25,1.6,2,1.6,2.46,1.641
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Acasuso J.,Robredo T.,52,21,698,1340,7,6,6,2,,,,,,,2,0,Completed,3.5,1.28,3.3,1.33,3.1,1.35,2.9,1.3,3.65,1.345
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Davydenko N.,Mathieu P.H.,7,43,2150,808,6,2,6,2,,,,,,,2,0,Completed,1.66,2.1,1.7,2.15,1.55,2.35,1.6,2,1.649,2.44
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Safin M.,Murray A.,4,132,3160,329,6,4,1,6,6,1,,,,,2,1,Completed,1.33,3.25,1.33,3.3,1.44,2.67,1.25,3.2,1.386,3.39
49,Cincinnati,Western & Southern Financial Group Masters,08/17/2005,Masters,Outdoor,Hard,2nd Round,3,Chela J.I.,Henman T.,56,12,665,1515,6,4,6,4,,,,,,,2,0,Completed,3,1.36,2.95,1.4,3.22,1.32,2.5,1.4,3.21,1.415
49,Cincinnati,Western & Southern Financial Group Masters,08/18/2005,Masters,Outdoor,Hard,2nd Round,3,Moya C.,Simon G.,33,126,1055,352,7,6,7,5,,,,,,,2,0,Completed,1.16,4.5,1.17,5,1.2,4.25,1.2,3.6,1.229,4.96
49,Cincinnati,Western & Southern Financial Group Masters,08/18/2005,Masters,Outdoor,Hard,2nd Round,3,Roddick A.,Ferrero J.C.,5,24,3130,1245,6,7,7,6,6,2,,,,,2,1,Completed,1.19,4.33,1.2,4.55,1.25,3.9,1.25,3.2,1.225,5.05
49,Cincinnati,Western & Southern Financial Group Masters,08/18/2005,Masters,Outdoor,Hard,2nd Round,3,Ginepri R.,Ferrer D.,58,19,645,1375,6,4,6,3,,,,,,,2,0,Completed,1.53,2.37,1.55,2.45,1.6,2.3,1.65,1.95,1.592,2.59
49,Cincinnati,Western & Southern Financial Group Masters,08/18/2005,Masters,Outdoor,Hard,3rd Round,3,Safin M.,Hrbaty D.,4,20,3160,1341,6,0,6,3,,,,,,,2,0,Completed,1.66,2.1,1.67,2.2,1.75,2.05,1.6,2,1.735,2.26
49,Cincinnati,Western & Southern Financial Group Masters,08/18/2005,Masters,Outdoor,Hard,3rd Round,3,Hewitt L.,Ancic M.,3,27,3460,1175,6,1,6,4,,,,,,,2,0,Completed,1.25,3.5,1.28,3.65,1.35,3.1,1.3,2.9,1.328,3.75
49,Cincinnati,Western & Southern Financial Group Masters,08/18/2005,Masters,Outdoor,Hard,3rd Round,3,Youzhny M.,Monfils G.,26,46,1195,755,4,6,6,1,6,1,,,,,2,1,Completed,2.1,1.66,2.1,1.73,2.05,1.75,1.9,1.7,2.34,1.694
49,Cincinnati,Western & Southern Financial Group Masters,08/18/2005,Masters,Outdoor,Hard,3rd Round,3,Roddick A.,Chela J.I.,5,56,3130,665,7,6,6,2,,,,,,,2,0,Completed,1.1,6.5,1.15,5.5,1.17,4.67,1.15,4,1.127,8.05
49,Cincinnati,Western & Southern Financial Group Masters,08/18/2005,Masters,Outdoor,Hard,3rd Round,3,Ginepri R.,Moya C.,58,33,645,1055,6,3,6,4,,,,,,,2,0,Completed,2,1.72,2.1,1.73,1.95,1.8,1.95,1.65,1.935,1.971
49,Cincinnati,Western & Southern Financial Group Masters,08/18/2005,Masters,Outdoor,Hard,3rd Round,3,Davydenko N.,Gonzalez F.,7,18,2150,1385,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,1.55,2.45,1.55,2.35,1.55,2.1,1.588,2.6
49,Cincinnati,Western & Southern Financial Group Masters,08/19/2005,Masters,Outdoor,Hard,3rd Round,3,Federer R.,Rochus O.,1,34,6500,1050,6,3,6,4,,,,,,,2,0,Completed,1.03,10,1.03,12,1.05,10.5,1.05,6,1.043,19
49,Cincinnati,Western & Southern Financial Group Masters,08/19/2005,Masters,Outdoor,Hard,3rd Round,3,Acasuso J.,Horna L.,52,63,698,610,7,6,7,5,,,,,,,2,0,Completed,2.2,1.61,2.25,1.65,2.28,1.58,2,1.6,2.47,1.637
49,Cincinnati,Western & Southern Financial Group Masters,08/19/2005,Masters,Outdoor,Hard,Quarterfinals,3,Ginepri R.,Safin M.,58,4,645,3160,6,2,6,3,,,,,,,2,0,Completed,2.5,1.5,2.45,1.55,2.35,1.55,2.2,1.5,2.6,1.588
49,Cincinnati,Western & Southern Financial Group Masters,08/19/2005,Masters,Outdoor,Hard,Quarterfinals,3,Federer R.,Acasuso J.,1,52,6500,698,6,4,6,3,,,,,,,2,0,Completed,1.01,13,1.02,14,1.04,14,1.05,6,1.033,24
49,Cincinnati,Western & Southern Financial Group Masters,08/20/2005,Masters,Outdoor,Hard,Quarterfinals,3,Roddick A.,Youzhny M.,5,26,3130,1195,2,6,6,3,6,4,,,,,2,1,Completed,1.11,6,1.13,6,1.08,6.92,1.15,4,1.147,7.15
49,Cincinnati,Western & Southern Financial Group Masters,08/20/2005,Masters,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Davydenko N.,3,7,3460,2150,6,2,6,3,,,,,,,2,0,Completed,1.39,2.75,1.37,3.1,1.43,2.75,1.4,2.5,1.415,3.21
49,Cincinnati,Western & Southern Financial Group Masters,08/20/2005,Masters,Outdoor,Hard,Semifinals,3,Federer R.,Ginepri R.,1,58,6500,645,4,6,7,5,6,4,,,,,2,1,Completed,1.07,7.5,1.07,8.25,1.07,7.19,1.1,5,1.13,7.7
49,Cincinnati,Western & Southern Financial Group Masters,08/21/2005,Masters,Outdoor,Hard,Semifinals,3,Roddick A.,Hewitt L.,5,3,3130,3460,6,4,7,6,,,,,,,2,0,Completed,2.1,1.66,2.15,1.7,2.1,1.7,2,1.6,2.21,1.763
49,Cincinnati,Western & Southern Financial Group Masters,08/21/2005,Masters,Outdoor,Hard,The Final,3,Federer R.,Roddick A.,1,5,6500,3130,6,3,7,5,,,,,,,2,0,Completed,1.22,4.33,1.22,4.25,1.28,3.46,1.2,3.6,1.252,4.62
50,New Haven,Pilot Pen Tennis,08/22/2005,International Gold,Outdoor,Hard,1st Round,3,Sanguinetti D.,Kim K.,59,71,639,516,7,6,6,3,,,,,,,2,0,Completed,2,1.72,1.88,1.88,1.95,1.8,1.7,1.9,1.98,1.926
50,New Haven,Pilot Pen Tennis,08/22/2005,International Gold,Outdoor,Hard,1st Round,3,Andreev I.,Monaco J.,57,79,674,496,6,3,6,4,,,,,,,2,0,Completed,1.39,2.75,1.53,2.45,1.45,2.6,1.5,2.2,1.526,2.75
50,New Haven,Pilot Pen Tennis,08/22/2005,International Gold,Outdoor,Hard,1st Round,3,Hanescu V.,Horna L.,47,53,752,685,6,7,7,6,7,6,,,,,2,1,Completed,2.62,1.44,2.55,1.5,2.35,1.55,2.1,1.55,2.59,1.585
50,New Haven,Pilot Pen Tennis,08/22/2005,International Gold,Outdoor,Hard,1st Round,3,Jenkins S.,Nieminen J.,372,55,78,677,2,6,6,3,6,4,,,,,2,1,Completed,5.5,1.12,,,,,4,1.15,6.41,1.166
50,New Haven,Pilot Pen Tennis,08/22/2005,International Gold,Outdoor,Hard,1st Round,3,Zib T.,Muller G.,60,68,638,531,6,4,3,6,6,3,,,,,2,1,Completed,2.5,1.5,2.6,1.48,2.45,1.5,2.35,1.45,2.77,1.535
50,New Haven,Pilot Pen Tennis,08/22/2005,International Gold,Outdoor,Hard,1st Round,3,Koubek S.,Reynolds B.,86,132,473,337,6,3,6,4,,,,,,,2,0,Completed,1.83,1.83,1.7,2.1,1.65,2.15,1.65,1.95,1.833,2.1
50,New Haven,Pilot Pen Tennis,08/22/2005,International Gold,Outdoor,Hard,1st Round,3,Saulnier C.,Wawrinka S.,75,62,510,586,6,3,6,2,,,,,,,2,0,Completed,2.2,1.61,2.15,1.67,2.15,1.65,2,1.6,2.18,1.781
50,New Haven,Pilot Pen Tennis,08/22/2005,International Gold,Outdoor,Hard,1st Round,3,Verdasco F.,Hernych J.,48,80,735,495,6,0,6,4,,,,,,,2,0,Completed,1.57,2.25,1.62,2.25,1.65,2.15,1.5,2.2,1.667,2.4
50,New Haven,Pilot Pen Tennis,08/22/2005,International Gold,Outdoor,Hard,1st Round,3,Seppi A.,Tursunov D.,70,118,519,372,1,6,6,3,6,4,,,,,2,1,Completed,2.5,1.5,2.45,1.53,2.35,1.55,2,1.6,2.9,1.476
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,1st Round,3,Gimelstob J.,Garcia-Lopez G.,97,90,428,454,3,6,7,5,7,6,,,,,2,1,Completed,2,1.72,2.1,1.7,2,1.75,2.1,1.55,2.38,1.676
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,1st Round,3,Santoro F.,Carlsen K.,77,54,508,685,6,3,6,0,,,,,,,2,0,Completed,1.44,2.62,1.45,2.7,1.48,2.53,1.5,2.2,1.5,2.8
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,1st Round,3,Rochus C.,Martin A.,52,61,699,617,7,5,6,2,,,,,,,2,0,Completed,2.1,1.66,2.15,1.67,2.1,1.7,1.95,1.65,2.33,1.699
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,1st Round,3,Ram A.,Mello R.,454,56,57,675,6,1,6,4,,,,,,,2,0,Completed,2.87,1.36,2.8,1.42,2.85,1.4,2.7,1.35,3.01,1.452
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,1st Round,3,Chela J.I.,Baghdatis M.,50,74,725,510,6,2,6,4,,,,,,,2,0,Completed,1.36,2.87,1.45,2.7,1.48,2.53,1.45,2.35,1.485,2.86
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Fish M.,82,140,487,295,6,4,6,4,,,,,,,2,0,Completed,2.37,1.53,2.35,1.57,2.15,1.65,2,1.6,2.5,1.625
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,1st Round,3,Blake J.,Llodra M.,67,69,545,525,6,1,6,4,,,,,,,2,0,Completed,1.19,4,1.2,4.4,1.2,4.25,1.2,3.6,1.232,4.91
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,2nd Round,3,Srichaphan P.,Saulnier C.,49,75,730,510,7,6,7,6,,,,,,,2,0,Completed,1.44,2.62,1.48,2.6,1.55,2.35,1.45,2.35,1.481,2.88
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,2nd Round,3,Hanescu V.,Minar I.,47,76,752,509,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,,,
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,2nd Round,3,Verdasco F.,Soderling R.,48,41,735,825,7,6,7,6,,,,,,,2,0,Completed,1.66,2.1,1.67,2.15,1.8,1.95,1.8,1.8,1.787,2.17
50,New Haven,Pilot Pen Tennis,08/23/2005,International Gold,Outdoor,Hard,2nd Round,3,Lopez F.,Sanguinetti D.,27,59,1170,639,6,4,6,3,,,,,,,2,0,Completed,1.39,2.75,1.4,2.85,1.45,2.6,1.35,2.7,1.562,2.68
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Robredo T.,Jenkins S.,20,372,1325,78,6,2,3,6,6,4,,,,,2,1,Completed,1.11,6,1.12,6,1.1,6.25,1.15,4,1.145,7.3
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Massu N.,Ram A.,58,454,665,57,6,4,5,7,7,5,,,,,2,1,Completed,1.44,2.62,,,1.35,3.1,1.3,2.9,1.495,2.82
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Ferrer D.,Zib T.,18,60,1370,638,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,1.45,2.7,1.5,2.45,1.4,2.5,1.524,2.78
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Melzer J.,82,40,487,845,6,4,6,1,,,,,,,2,0,Completed,2.5,1.5,,,2.35,1.55,2.5,1.4,2.4,1.667
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Spadea V.,Seppi A.,46,70,780,519,6,3,7,5,,,,,,,2,0,Completed,2,1.72,,,2.05,1.75,1.8,1.8,2.33,1.699
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Santoro F.,Mathieu P.,77,44,508,803,6,4,7,6,,,,,,,2,0,Completed,2.75,1.39,,,2.75,1.42,2.5,1.4,2.8,1.5
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Gonzalez F.,Gimelstob J.,22,97,1255,428,6,2,3,6,6,4,,,,,2,1,Completed,1.25,3.75,1.25,3.85,1.3,3.35,1.25,3.2,1.274,4.35
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Blake J.,Volandri F.,67,37,545,905,6,1,6,3,,,,,,,2,0,Completed,1.16,4.5,1.18,4.65,1.25,3.6,1.2,3.6,1.225,5.05
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Koubek S.,Monfils G.,86,42,473,825,4,6,7,5,7,5,,,,,2,1,Completed,2.87,1.38,2.7,1.45,2.45,1.5,2.7,1.35,2.85,1.488
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Andreev I.,Rochus O.,57,29,674,1100,7,6,7,6,,,,,,,2,0,Completed,2.2,1.61,2.25,1.62,2.35,1.55,1.85,1.75,2.43,1.654
50,New Haven,Pilot Pen Tennis,08/24/2005,International Gold,Outdoor,Hard,2nd Round,3,Chela J.I.,Davydenko N.,50,6,725,2215,6,1,6,0,,,,,,,2,0,Completed,2.5,1.5,2.35,1.57,2.35,1.55,2.1,1.55,2.54,1.61
50,New Haven,Pilot Pen Tennis,08/25/2005,International Gold,Outdoor,Hard,2nd Round,3,Haas T.,Rochus C.,31,52,1055,699,6,2,4,6,6,0,,,,,2,1,Completed,1.28,3.5,1.25,3.85,1.92,1.84,1.25,3.2,1.303,4
50,New Haven,Pilot Pen Tennis,08/25/2005,International Gold,Outdoor,Hard,3rd Round,3,Andreev I.,Kohlschreiber P.,57,82,674,487,6,2,6,3,,,,,,,2,0,Completed,1.44,2.62,1.53,2.45,1.55,2.4,1.5,2.2,1.541,2.75
50,New Haven,Pilot Pen Tennis,08/25/2005,International Gold,Outdoor,Hard,3rd Round,3,Lopez F.,Spadea V.,27,46,1170,780,6,7,6,3,6,4,,,,,2,1,Completed,1.53,2.37,1.6,2.3,1.55,2.35,1.55,2.1,1.625,2.5
50,New Haven,Pilot Pen Tennis,08/25/2005,International Gold,Outdoor,Hard,3rd Round,3,Chela J.I.,Santoro F.,50,77,725,508,6,4,6,1,,,,,,,2,0,Completed,1.5,2.5,1.53,2.45,1.48,2.53,1.45,2.35,1.538,2.76
50,New Haven,Pilot Pen Tennis,08/25/2005,International Gold,Outdoor,Hard,3rd Round,3,Verdasco F.,Gonzalez F.,48,22,735,1255,6,7,7,5,7,6,,,,,2,1,Completed,2,1.72,2.2,1.65,2.3,1.6,2.1,1.55,2.31,1.709
50,New Haven,Pilot Pen Tennis,08/25/2005,International Gold,Outdoor,Hard,3rd Round,3,Robredo T.,Koubek S.,20,86,1325,473,6,2,6,2,,,,,,,2,0,Completed,1.39,2.75,1.45,2.7,1.5,2.45,1.45,2.35,1.5,2.8
50,New Haven,Pilot Pen Tennis,08/25/2005,International Gold,Outdoor,Hard,3rd Round,3,Hanescu V.,Massu N.,47,58,752,665,6,4,6,4,,,,,,,2,0,Completed,1.61,2.2,1.65,2.2,1.7,2.1,1.65,1.95,1.719,2.29
50,New Haven,Pilot Pen Tennis,08/25/2005,International Gold,Outdoor,Hard,3rd Round,3,Ferrer D.,Srichaphan P.,18,49,1370,730,6,4,6,2,,,,,,,2,0,Completed,1.83,1.83,1.83,1.93,1.87,1.87,1.85,1.75,1.87,2.05
50,New Haven,Pilot Pen Tennis,08/26/2005,International Gold,Outdoor,Hard,3rd Round,3,Blake J.,Haas T.,67,31,545,1055,1,6,6,3,6,3,,,,,2,1,Completed,1.57,2.25,1.57,2.35,1.6,2.3,1.7,1.9,1.625,2.5
50,New Haven,Pilot Pen Tennis,08/26/2005,International Gold,Outdoor,Hard,Quarterfinals,3,Hanescu V.,Robredo T.,47,20,752,1325,6,7,6,4,6,4,,,,,2,1,Completed,2.37,1.53,2.4,1.57,2.3,1.6,2.2,1.5,2.67,1.565
50,New Haven,Pilot Pen Tennis,08/26/2005,International Gold,Outdoor,Hard,Quarterfinals,3,Lopez F.,Verdasco F.,27,48,1170,735,6,4,1,6,6,2,,,,,2,1,Completed,2.1,1.66,2.15,1.7,2.25,1.6,1.9,1.7,2.22,1.758
50,New Haven,Pilot Pen Tennis,08/26/2005,International Gold,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Andreev I.,18,57,1370,674,6,3,6,4,,,,,,,2,0,Completed,1.66,2.1,1.7,2.15,1.7,2.1,1.55,2.1,1.781,2.18
50,New Haven,Pilot Pen Tennis,08/26/2005,International Gold,Outdoor,Hard,Quarterfinals,3,Blake J.,Chela J.I.,67,50,545,725,7,6,4,6,6,3,,,,,2,1,Completed,1.61,2.2,1.62,2.3,1.7,2.1,1.7,1.9,1.769,2.2
50,New Haven,Pilot Pen Tennis,08/27/2005,International Gold,Outdoor,Hard,Semifinals,3,Lopez F.,Ferrer D.,27,18,1170,1370,4,6,6,3,6,2,,,,,2,1,Completed,2,1.72,2.05,1.77,2.05,1.72,2,1.6,2.26,1.735
50,New Haven,Pilot Pen Tennis,08/28/2005,International Gold,Outdoor,Hard,Semifinals,3,Blake J.,Hanescu V.,67,47,545,752,7,6,6,7,6,1,,,,,2,1,Completed,1.33,3.25,1.3,3.5,1.3,3.3,1.35,2.7,1.313,3.9
50,New Haven,Pilot Pen Tennis,08/28/2005,International Gold,Outdoor,Hard,The Final,3,Blake J.,Lopez F.,67,27,545,1170,3,6,7,5,6,1,,,,,2,1,Completed,1.57,2.25,1.5,2.6,1.61,2.23,1.65,1.95,1.602,2.56
51,New York,US Open,08/29/2005,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Gambill J.M.,58,151,665,283,7,6,6,2,6,3,,,,,3,0,Completed,1.39,2.75,1.4,2.85,1.35,3.1,1.4,2.5,1.485,2.86
51,New York,US Open,08/29/2005,Grand Slam,Outdoor,Hard,1st Round,5,Baker B.,Gaudio G.,195,9,202,1755,7,6,6,2,6,4,,,,,3,0,Completed,6,1.11,6.5,1.1,6.23,1.1,4,1.15,8.3,1.123
51,New York,US Open,08/29/2005,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Summerer T.,19,198,1360,198,6,3,7,6,6,3,,,,,3,0,Completed,1.11,6,1.12,6,1.15,5.2,1.15,4,1.167,6.4
51,New York,US Open,08/29/2005,Grand Slam,Outdoor,Hard,1st Round,5,Mello R.,Monaco J.,56,80,675,496,6,7,6,2,6,1,6,4,,,3,1,Completed,1.8,1.9,1.93,1.83,1.85,1.9,1.85,1.75,1.87,2.05
51,New York,US Open,08/29/2005,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Hernych J.,54,81,701,495,6,2,7,5,6,2,,,,,3,0,Completed,1.44,2.62,1.45,2.7,1.4,2.85,1.4,2.5,1.488,2.85
51,New York,US Open,08/29/2005,Grand Slam,Outdoor,Hard,1st Round,5,Saulnier C.,Tipsarevic J.,75,125,510,352,6,7,7,6,6,4,6,3,,,3,1,Completed,1.5,2.5,1.45,2.7,1.44,2.67,1.35,2.7,1.552,2.71
