ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
4,Auckland,Heineken Open,01/09/2008,International,Outdoor,Hard,2nd Round,3,Benneteau J.,Almagro N.,74,29,521,965,6,4,2,6,6,2,,,,,2,1,Completed,2.37,1.53,2.45,1.5,2.375,1.533,2.65,1.571,2.28,1.6
4,Auckland,Heineken Open,01/09/2008,International,Outdoor,Hard,2nd Round,3,Mayer F.,Chela J.I.,56,20,611,1425,6,3,7,6,,,,,,,2,0,Completed,2.37,1.53,2.35,1.55,2.375,1.533,2.4,1.667,2.28,1.6
4,Auckland,Heineken Open,01/09/2008,International,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Cilic M.,31,59,940,605,6,3,6,7,6,4,,,,,2,1,Completed,,,,,,,1.41,3.24,,
4,Auckland,Heineken Open,01/09/2008,International,Outdoor,Hard,2nd Round,3,Llodra M.,Montanes A.,54,45,619,681,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,01/09/2008,International,Outdoor,Hard,2nd Round,3,Ferrer D.,Roitman S.,5,70,2750,537,6,1,7,6,,,,,,,2,0,Completed,,,,,,,1.067,13,,
4,Auckland,Heineken Open,01/09/2008,International,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Melzer J.,24,62,1340,590,6,3,7,6,,,,,,,2,0,Completed,,,,,,,1.613,2.53,,
4,Auckland,Heineken Open,01/09/2008,International,Outdoor,Hard,2nd Round,3,Massu N.,Malisse X.,80,165,514,255,6,4,6,4,,,,,,,2,0,Completed,,,,,,,3.77,1.326,,
4,Auckland,Heineken Open,01/09/2008,International,Outdoor,Hard,2nd Round,3,Monaco J.,Rochus O.,23,55,1350,616,6,3,6,3,,,,,,,2,0,Completed,1.61,2.2,,,,,1.617,2.52,,
4,Auckland,Heineken Open,01/09/2008,International,Outdoor,Hard,Quarterfinals,3,Kohlschreiber P.,Mayer F.,31,56,940,611,6,3,6,4,,,,,,,2,0,Completed,1.53,2.37,1.6,2.3,1.571,2.25,1.578,2.63,1.54,2.4
4,Auckland,Heineken Open,01/10/2008,International,Outdoor,Hard,Quarterfinals,3,Ferrero J.C.,Massu N.,24,80,1340,514,4,6,6,3,6,4,,,,,2,1,Completed,1.4,2.75,1.5,2.45,1.44,2.62,1.488,2.85,1.47,2.6
4,Auckland,Heineken Open,01/10/2008,International,Outdoor,Hard,Quarterfinals,3,Monaco J.,Llodra M.,23,54,1350,619,4,6,7,6,7,6,,,,,2,1,Completed,1.57,2.25,1.65,2.15,1.615,2.2,1.621,2.51,1.57,2.34
4,Auckland,Heineken Open,01/10/2008,International,Outdoor,Hard,Quarterfinals,3,Benneteau J.,Ferrer D.,74,5,521,2750,6,4,6,0,,,,,,,2,0,Completed,5,1.14,5.2,1.15,4.333,1.2,5.75,1.19,4.6,1.18
4,Auckland,Heineken Open,01/11/2008,International,Outdoor,Hard,Semifinals,3,Kohlschreiber P.,Monaco J.,31,23,940,1350,6,2,6,1,,,,,,,2,0,Completed,2.2,1.61,2.1,1.7,2.1,1.667,2.41,1.662,2.06,1.73
4,Auckland,Heineken Open,01/11/2008,International,Outdoor,Hard,Semifinals,3,Ferrero J.C.,Benneteau J.,24,74,1340,521,6,3,6,4,,,,,,,2,0,Completed,1.53,2.37,1.58,2.28,1.533,2.375,1.662,2.41,1.53,2.45
4,Auckland,Heineken Open,01/12/2008,International,Outdoor,Hard,The Final,3,Kohlschreiber P.,Ferrero J.C.,31,24,940,1340,7,6,7,5,,,,,,,2,0,Completed,2.1,1.72,2.05,1.75,2,1.727,2.22,1.758,2.02,1.76
5,Sydney,Medibank International,01/07/2008,International,Outdoor,Hard,1st Round,3,Grosjean S.,Luczak P.,51,90,621,464,6,4,4,6,6,0,,,,,2,1,Completed,1.53,2.37,1.53,2.4,1.533,2.375,1.676,2.38,1.64,2.2
5,Sydney,Medibank International,01/07/2008,International,Outdoor,Hard,1st Round,3,Berdych T.,Volandri F.,14,41,1685,731,6,1,6,3,,,,,,,2,0,Completed,1.12,5.5,1.13,5.5,1.143,5,1.139,7.5,1.1,6.75
5,Sydney,Medibank International,01/07/2008,International,Outdoor,Hard,1st Round,3,Verdasco F.,Lopez F.,27,36,1050,840,6,3,4,6,6,2,,,,,2,1,Completed,1.66,2.1,1.65,2.15,1.727,2,1.847,2.08,1.77,2
5,Sydney,Medibank International,01/07/2008,International,Outdoor,Hard,1st Round,3,Calleri A.,Jones G.,40,383,735,87,6,3,6,2,,,,,,,2,0,Completed,1.05,8.5,1.1,6.75,,,1.129,8.04,1.12,6
5,Sydney,Medibank International,01/07/2008,International,Outdoor,Hard,1st Round,3,Santoro F.,Blake J.,37,13,792,1710,7,6,6,2,,,,,,,2,0,Completed,3.75,1.25,3.89,1.23,4,1.222,3.9,1.313,3.55,1.28
5,Sydney,Medibank International,01/07/2008,International,Outdoor,Hard,1st Round,3,Simon G.,Fish M.,30,39,955,740,7,6,6,1,,,,,,,2,0,Completed,2.37,1.53,2.4,1.53,2.5,1.5,2.68,1.562,2.33,1.58
5,Sydney,Medibank International,01/07/2008,International,Outdoor,Hard,1st Round,3,Gasquet R.,Andreev I.,8,34,1930,890,6,3,7,6,,,,,,,2,0,Completed,1.36,3,1.32,3.22,1.364,3,1.435,3.1,1.35,3.1
5,Sydney,Medibank International,01/08/2008,International,Outdoor,Hard,1st Round,3,Guccione C.,Martin A.,125,138,357,313,7,6,6,4,,,,,,,2,0,Completed,1.33,3.25,1.35,3.1,1.4,2.75,1.392,3.35,1.4,2.85
5,Sydney,Medibank International,01/08/2008,International,Outdoor,Hard,1st Round,3,Seppi A.,Tsonga J.W.,47,38,659,789,3,6,6,3,6,2,,,,,2,1,Completed,3.25,1.33,3.1,1.35,3,1.364,3.36,1.391,3,1.37
5,Sydney,Medibank International,01/08/2008,International,Outdoor,Hard,1st Round,3,Stepanek R.,Robredo T.,32,11,930,1765,6,4,6,2,,,,,,,2,0,Completed,2.5,1.5,2.58,1.49,2.375,1.533,2.54,1.61,2.6,1.47
5,Sydney,Medibank International,01/08/2008,International,Outdoor,Hard,1st Round,3,Tursunov D.,Wawrinka S.,35,28,853,995,6,3,6,3,,,,,,,2,0,Completed,2.1,1.66,1.95,1.8,2.1,1.667,2.2,1.769,1.93,1.83
5,Sydney,Medibank International,01/08/2008,International,Outdoor,Hard,1st Round,3,Korolev E.,Mathieu P.H.,82,25,492,1320,6,1,,,,,,,,,1,0,Retired,,,,,,,,,,
5,Sydney,Medibank International,01/08/2008,International,Outdoor,Hard,1st Round,3,Hewitt L.,Mahut N.,21,44,1385,683,6,3,6,4,,,,,,,2,0,Completed,1.16,4.5,1.2,4.25,1.2,4.333,1.198,5.55,1.2,4.3
5,Sydney,Medibank International,01/08/2008,International,Outdoor,Hard,1st Round,3,Darcis S.,Sirianni J.,88,146,474,293,6,1,7,6,,,,,,,2,0,Completed,1.61,2.2,1.6,2.25,1.727,2,1.658,2.42,1.6,2.3
5,Sydney,Medibank International,01/08/2008,International,Outdoor,Hard,1st Round,3,Minar I.,Jones A.,102,140,425,308,6,2,7,5,,,,,,,2,0,Completed,1.57,2.25,1.55,2.35,1.533,2.375,1.602,2.56,1.57,2.35
5,Sydney,Medibank International,01/08/2008,International,Outdoor,Hard,1st Round,3,Moya C.,Koubek S.,18,68,1585,556,1,6,6,4,6,2,,,,,2,1,Completed,1.72,2,1.75,2.05,1.615,2.2,1.877,2.04,1.7,2.1
5,Sydney,Medibank International,01/09/2008,International,Outdoor,Hard,2nd Round,3,Tursunov D.,Gasquet R.,35,8,853,1930,3,6,6,3,6,4,,,,,2,1,Completed,2.75,1.4,2.6,1.45,2.75,1.4,2.81,1.51,2.6,1.47
5,Sydney,Medibank International,01/09/2008,International,Outdoor,Hard,2nd Round,3,Stepanek R.,Seppi A.,32,47,930,659,7,5,2,6,6,4,,,,,2,1,Completed,1.4,2.75,1.4,2.85,1.4,2.75,1.427,3.14,1.4,2.85
5,Sydney,Medibank International,01/09/2008,International,Outdoor,Hard,2nd Round,3,Berdych T.,Simon G.,14,30,1685,955,7,6,6,2,,,,,,,2,0,Completed,1.36,3,1.37,2.92,1.364,3,1.485,2.86,1.5,2.52
5,Sydney,Medibank International,01/09/2008,International,Outdoor,Hard,2nd Round,3,Korolev E.,Minar I.,82,102,492,425,6,2,6,3,,,,,,,2,0,Completed,1.72,2,1.83,1.91,1.727,2,1.885,2.03,1.9,1.86
5,Sydney,Medibank International,01/09/2008,International,Outdoor,Hard,2nd Round,3,Grosjean S.,Verdasco F.,51,27,621,1050,6,3,6,4,,,,,,,2,0,Completed,2.5,1.5,2.28,1.58,2.375,1.533,2.66,1.568,2.4,1.54
5,Sydney,Medibank International,01/09/2008,International,Outdoor,Hard,2nd Round,3,Santoro F.,Darcis S.,37,88,792,474,6,1,6,3,,,,,,,2,0,Completed,1.53,2.37,1.58,2.28,,,1.649,2.44,1.64,2.2
5,Sydney,Medibank International,01/09/2008,International,Outdoor,Hard,2nd Round,3,Guccione C.,Hewitt L.,125,21,357,1385,7,6,7,6,,,,,,,2,0,Completed,5,1.14,4.67,1.17,4.333,1.2,5.03,1.226,4.6,1.18
5,Sydney,Medibank International,01/09/2008,International,Outdoor,Hard,2nd Round,3,Calleri A.,Moya C.,40,18,735,1585,6,3,6,4,,,,,,,2,0,Completed,2.1,1.66,2.15,1.65,2.25,1.571,2.27,1.73,2.04,1.74
5,Sydney,Medibank International,01/10/2008,International,Outdoor,Hard,Quarterfinals,3,Stepanek R.,Calleri A.,32,40,930,735,6,2,6,4,,,,,,,2,0,Completed,1.66,2.1,1.55,2.35,1.571,2.25,1.735,2.26,1.65,2.18
5,Sydney,Medibank International,01/10/2008,International,Outdoor,Hard,Quarterfinals,3,Guccione C.,Berdych T.,125,14,357,1685,4,6,7,6,6,4,,,,,2,1,Completed,3.25,1.33,2.92,1.37,3.25,1.333,3.41,1.383,3.05,1.36
5,Sydney,Medibank International,01/10/2008,International,Outdoor,Hard,Quarterfinals,3,Tursunov D.,Grosjean S.,35,51,853,621,6,4,6,2,,,,,,,2,0,Completed,1.44,2.62,1.55,2.35,1.571,2.25,1.625,2.5,1.58,2.3
5,Sydney,Medibank International,01/10/2008,International,Outdoor,Hard,Quarterfinals,3,Santoro F.,Korolev E.,37,82,792,492,6,3,6,3,,,,,,,2,0,Completed,1.4,2.75,1.45,2.6,1.444,2.625,1.478,2.89,1.44,2.7
5,Sydney,Medibank International,01/11/2008,International,Outdoor,Hard,Semifinals,3,Guccione C.,Stepanek R.,125,32,357,930,7,6,3,6,6,4,,,,,2,1,Completed,2.5,1.5,2.4,1.53,2.25,1.571,2.55,1.606,2.42,1.54
5,Sydney,Medibank International,01/11/2008,International,Outdoor,Hard,Semifinals,3,Tursunov D.,Santoro F.,35,37,853,792,6,3,7,6,,,,,,,2,0,Completed,1.57,2.25,1.58,2.28,1.571,2.25,1.658,2.42,1.7,2.1
5,Sydney,Medibank International,01/12/2008,International,Outdoor,Hard,The Final,3,Tursunov D.,Guccione C.,35,125,853,357,7,6,7,6,,,,,,,2,0,Completed,1.53,2.5,1.5,2.45,1.571,2.25,1.562,2.68,1.55,2.4
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Baker J.,24,217,1360,192,6,4,6,4,6,7,6,4,,,3,1,Completed,1.11,6,1.13,5.5,1.125,5.5,1.183,5.95,1.13,5.6
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Capdeville P.,Klein B.,100,618,428,32,6,4,7,5,6,4,,,,,3,0,Completed,1.33,3.25,1.25,3.15,1.364,3,1.366,3.53,1.35,3.1
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Clement A.,92,59,453,610,6,4,6,2,6,7,6,4,,,3,1,Completed,2,1.72,1.9,1.85,2,1.727,1.98,1.926,2,1.78
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Pashanski B.,43,95,685,441,6,2,6,3,3,6,6,3,,,3,1,Completed,1.1,6.5,1.1,6.25,1.167,4.5,1.163,6.55,1.12,5.85
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Mathieu P.H.,Hanescu V.,25,79,1320,517,6,1,7,6,6,2,,,,,3,0,Completed,1.16,4.5,1.17,4.67,1.2,4.333,1.22,5.15,1.2,4.3
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Levine J.,Vassallo-Arguello M.,170,77,242,520,6,1,7,5,6,1,,,,,3,0,Completed,1.38,2.87,1.45,2.65,1.364,3,1.427,3.14,1.45,2.67
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Gicquel M.,Lu Y.H.,73,112,535,393,6,3,4,6,6,7,6,4,6,2,3,2,Completed,1.5,2.5,1.5,2.45,1.571,2.25,1.585,2.61,1.57,2.34
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Dancevic F.,26,74,1075,531,6,3,6,1,5,7,2,6,6,1,3,2,Completed,1.2,4.33,1.17,4.67,1.222,4,1.217,5.21,1.22,4.1
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Reynolds B.,33,113,955,392,4,6,6,4,6,2,6,7,6,4,3,2,Completed,1.16,4.5,1.18,4.45,1.222,4,1.212,5.31,1.18,4.6
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Zverev M.,12,85,1705,478,4,6,2,6,7,6,6,4,7,5,3,2,Completed,1.16,4.5,1.17,4.67,1.222,4,1.227,5,1.14,5.35
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Slanar M.,66,277,573,138,6,2,6,4,6,2,,,,,3,0,Completed,1.25,3.75,1.25,3.75,1.25,3.75,1.25,4.6,1.23,4
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Pavel A.,35,78,890,518,5,7,6,2,7,6,6,3,,,3,1,Completed,1.33,3.25,1.38,2.88,1.364,3,1.379,3.44,1.35,3.1
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Dlouhy L.,6,154,2530,275,6,3,6,4,7,5,,,,,3,0,Completed,1.01,13,1.02,11.5,1.04,9,1.018,36,1.01,25
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Vliegen K.,Patience O.,105,110,412,405,6,0,6,1,7,6,,,,,3,0,Completed,1.22,4,1.25,3.75,1.25,3.75,1.27,4.4,1.26,3.7
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Murray A.,38,9,789,1830,7,5,6,4,0,6,7,6,,,3,1,Completed,5,1.14,5.2,1.15,4.5,1.167,6.2,1.175,4.6,1.18
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Berrer M.,Young D.,54,98,621,432,6,7,7,6,6,3,7,6,,,3,1,Completed,1.61,2.2,1.64,2.17,1.727,2,1.667,2.4,1.7,2.1
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Chela J.I.,86,20,477,1425,6,4,6,2,1,6,6,2,,,3,1,Completed,3.75,1.25,3.9,1.25,4,1.222,3.77,1.326,4,1.23
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Falla A.,Anderson K.,84,208,481,201,5,7,7,5,6,7,6,2,7,5,3,2,Completed,1.36,3,1.37,2.92,1.4,2.75,1.429,3.13,1.4,2.85
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Levy H.,48,160,659,262,6,4,6,2,6,1,,,,,3,0,Completed,1.25,3.75,1.26,3.59,1.286,3.5,1.302,4.01,1.24,3.9
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Llodra M.,4,50,2825,654,7,5,7,5,6,3,,,,,3,0,Completed,1.14,5,1.17,4.67,1.167,4.5,1.208,5.4,1.2,4.4
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Mahut N.,Acasuso J.,44,63,683,581,7,6,5,7,6,2,3,6,7,5,3,2,Completed,1.8,1.9,1.75,2.05,1.667,2.1,1.855,2.07,1.73,2.06
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Warburg S.,Brzezicki J.P.,172,97,241,437,2,6,6,2,6,3,2,6,6,4,3,2,Completed,1.66,2.1,1.7,2.1,1.571,2.25,1.794,2.16,1.63,2.22
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Montcourt M.,14,122,1670,361,6,0,6,2,7,6,,,,,3,0,Completed,1.01,13,1.04,9.25,1.05,8.5,1.038,21,1.03,12
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Lindahl N.,8,254,1895,161,6,0,6,1,3,6,6,2,,,3,1,Completed,1.01,13,1.04,9.25,1.04,9,1.025,28.5,1.03,12
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Horna L.,41,76,700,520,6,4,6,7,6,3,6,4,,,3,1,Completed,1.22,4,1.26,3.59,1.286,3.5,1.278,4.3,1.25,3.8
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Karanusic R.,27,133,1075,323,6,4,7,6,6,1,,,,,3,0,Completed,1.14,5,1.15,5.2,1.125,5.5,1.189,5.8,1.15,5.15
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Odesnik W.,37,124,840,359,7,6,6,1,6,4,,,,,3,0,Completed,1.4,2.75,1.35,3.1,1.33,3.25,1.439,3.08,1.4,2.85
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Mayer F.,88,52,466,626,6,3,7,6,7,6,,,,,3,0,Completed,2,1.72,2.1,1.7,2,1.727,2.1,1.833,2.08,1.72
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Benneteau J.,29,65,995,575,6,3,6,3,6,3,,,,,3,0,Completed,1.28,3.5,1.27,3.53,1.364,3,1.323,3.8,1.33,3.2
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Korolev E.,Granollers M.,82,131,492,334,7,5,6,2,6,0,,,,,3,0,Completed,1.33,3.25,1.32,3.22,1.33,3.25,1.373,3.48,1.3,3.4
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Moya C.,68,18,556,1505,7,6,6,7,7,5,6,4,,,3,1,Completed,3,1.36,2.92,1.37,2.75,1.4,3.15,1.426,3,1.37
6,Melbourne,Australian Open,01/14/2008,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Troicki V.,2,126,5780,357,7,6,7,5,6,1,,,,,3,0,Completed,1.01,15,1.02,11.5,1.04,9,1.018,36,1.02,15
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Ascione T.,28,96,1050,438,6,4,6,0,6,3,,,,,3,0,Completed,1.11,6,1.15,5.2,1.167,4.5,1.141,7.4,1.15,5.15
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Becker B.,3,81,4315,496,6,0,6,2,7,6,,,,,3,0,Completed,1.03,11,1.06,7.79,1.04,9,1.056,15,1.06,8.5
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Ljubicic I.,103,19,424,1440,6,7,6,3,6,0,7,6,,,3,1,Completed,3.75,1.25,3.46,1.28,3.5,1.286,3.63,1.353,3.55,1.28
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Jones A.,Montanes A.,137,45,313,681,6,4,6,3,3,6,6,2,,,3,1,Completed,1.5,2.5,1.6,2.3,1.5,2.5,1.571,2.65,1.5,2.5
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Delic A.,Kendrick R.,136,108,314,408,6,4,7,5,6,2,,,,,3,0,Completed,1.53,2.37,1.67,2.12,1.615,2.2,1.606,2.55,1.6,2.28
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Monaco J.,Berlocq C.,23,75,1380,525,7,6,7,5,6,1,,,,,3,0,Completed,1.11,6,1.15,5.2,1.125,5.5,1.131,7.95,1.12,6
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Bolelli S.,Ram A.,70,233,541,176,7,6,3,6,6,4,2,6,6,3,3,2,Completed,1.61,2.2,1.65,2.15,1.667,2.1,1.781,2.18,1.67,2.15
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Sirianni J.,49,146,657,293,7,5,6,2,6,7,0,6,6,0,3,2,Completed,1.4,2.75,1.4,2.85,1.444,2.625,1.493,2.83,1.47,2.6
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Johansson T.,16,51,1600,635,7,6,6,2,3,6,6,3,,,3,1,Completed,1.22,4,1.28,3.46,1.25,3.75,1.274,4.35,1.3,3.45
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Volandri F.,46,39,661,731,7,6,6,3,7,6,,,,,3,0,Completed,1.14,5,1.17,4.67,1.2,4.333,1.184,5.94,1.13,5.6
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Guccione C.,47,91,659,462,7,6,6,3,6,4,,,,,3,0,Completed,2.62,1.44,2.65,1.45,2.75,1.4,2.84,1.49,2.7,1.44
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Smeets R.,10,149,1775,286,6,1,6,1,7,6,,,,,3,0,Completed,1.04,10,1.05,8.5,1.063,8,1.065,13.5,1.06,8.5
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Lacko L.,216,150,193,285,6,3,6,7,7,6,6,1,,,3,1,Completed,2.37,1.53,2.35,1.55,2.375,1.533,2.46,1.641,2.28,1.6
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Almagro N.,57,31,615,965,7,6,7,5,6,2,,,,,3,0,Completed,1.83,1.83,1.87,1.87,1.833,1.833,1.826,2.11,1.94,1.82
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Gremelmayr D.,Roitman S.,119,72,366,537,6,1,0,6,6,4,7,5,,,3,1,Completed,1.53,2.37,1.55,2.35,1.571,2.25,1.69,2.35,1.58,2.32
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Rochus O.,62,56,588,616,6,3,6,2,7,5,,,,,3,0,Completed,1.9,1.8,1.91,1.83,1.833,1.833,2.25,1.741,1.94,1.82
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Gulbis E.,58,61,610,595,6,0,6,4,7,6,,,,,3,0,Completed,1.38,2.87,1.35,3,1.4,2.75,1.476,2.9,1.42,2.78
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Darcis S.,22,83,1385,492,6,0,6,3,6,0,,,,,3,0,Completed,1.08,7,1.15,5.2,1.143,5,1.123,8.3,1.14,5.4
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Kiefer N.,21,42,1400,685,6,4,6,3,6,1,,,,,3,0,Completed,1.8,1.9,1.87,1.87,1.727,2,1.893,2.02,1.84,1.92
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Roger-Vasselin E.,5,93,2615,450,6,2,6,2,6,1,,,,,3,0,Completed,1.04,10,1.07,7.19,1.07,7.5,1.069,12.5,1.04,11
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Vanek J.,71,99,540,431,6,3,6,4,6,4,,,,,3,0,Completed,1.19,4.33,1.28,3.46,1.25,3.75,1.227,5,1.21,4.2
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Luczak P.,Zabaleta M.,90,104,464,416,6,1,6,7,6,3,6,4,,,3,1,Completed,1.28,3.5,1.28,3.46,1.333,3.25,1.368,3.52,1.32,3.28
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Massu N.,15,69,1610,544,6,3,6,2,6,2,,,,,3,0,Completed,1.25,3.75,1.33,3.17,1.25,3.75,1.278,4.3,1.29,3.5
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Eschauer W.,13,64,1685,580,6,4,6,4,6,4,,,,,3,0,Completed,1.03,11,1.07,7.19,1.03,10,1.025,28.5,1.04,11
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Hernandez O.,Minar I.,60,102,602,425,1,6,7,6,6,2,6,1,,,3,1,Completed,6,1.11,5.84,1.11,4.5,1.167,5.9,1.185,6,1.12
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Malisse X.,32,156,965,270,6,7,5,7,6,2,6,1,6,3,3,2,Completed,1.5,2.5,1.6,2.3,1.571,2.25,1.568,2.66,1.54,2.42
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Russell M.,Fognini F.,101,94,426,444,6,1,4,6,6,2,3,6,6,3,3,2,Completed,1.28,3.5,1.32,3.22,1.3,3.4,1.323,3.8,1.29,3.5
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Isner J.,36,109,852,407,6,2,6,2,6,4,,,,,3,0,Completed,1.4,2.75,1.45,2.65,1.4,2.75,1.426,3.15,1.38,2.95
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Stepanek R.,80,30,515,985,2,6,2,6,7,5,6,2,6,3,3,2,Completed,4,1.22,3.35,1.3,3.75,1.25,4.24,1.282,3.8,1.25
6,Melbourne,Australian Open,01/15/2008,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Ventura S.,53,87,625,473,6,3,6,1,6,3,,,,,3,0,Completed,1.22,4,1.25,3.9,1.222,4,1.303,4,1.23,4
