ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
27,Rome,Internazionali BNL d'Italia,05/07/2008,Masters,Outdoor,Clay,2nd Round,3,Verdasco F.,Lapentti N.,28,74,1050,494,6,2,5,7,6,2,,,,,2,1,Completed,1.44,2.62,1.45,2.6,1.533,2.375,1.556,2.7,1.56,2.36
27,Rome,Internazionali BNL d'Italia,05/07/2008,Masters,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Nadal R.,23,2,1240,5655,7,5,6,1,,,,,,,2,0,Completed,12,1.02,9.25,1.04,9,1.04,16,1.05,10,1.04
27,Rome,Internazionali BNL d'Italia,05/07/2008,Masters,Outdoor,Clay,2nd Round,3,Robredo T.,Mahut N.,16,44,1415,761,7,5,7,6,,,,,,,2,0,Completed,1.07,7.5,1.05,8.5,1.083,7,1.1,9,1.08,7.5
27,Rome,Internazionali BNL d'Italia,05/07/2008,Masters,Outdoor,Clay,2nd Round,3,Wawrinka S.,Murray A.,24,18,1090,1380,6,2,7,6,,,,,,,2,0,Completed,1.83,1.83,1.91,1.83,1.909,1.8,1.87,2.05,1.92,1.84
27,Rome,Internazionali BNL d'Italia,05/07/2008,Masters,Outdoor,Clay,2nd Round,3,Karlovic I.,Starace P.,22,45,1280,760,6,3,6,7,7,6,,,,,2,1,Completed,2.37,1.53,2.15,1.65,2.25,1.571,2.38,1.676,2.28,1.6
27,Rome,Internazionali BNL d'Italia,05/08/2008,Masters,Outdoor,Clay,3rd Round,3,Djokovic N.,Andreev I.,3,26,4935,1155,6,3,3,6,6,3,,,,,2,1,Completed,1.14,5,1.17,4.67,1.167,4.5,1.192,5.71,1.15,5.15
27,Rome,Internazionali BNL d'Italia,05/08/2008,Masters,Outdoor,Clay,3rd Round,3,Stepanek R.,Horna L.,27,111,1060,411,6,4,1,6,6,3,,,,,2,1,Completed,1.4,2.75,1.42,2.75,1.444,2.625,1.493,2.83,1.48,2.57
27,Rome,Internazionali BNL d'Italia,05/08/2008,Masters,Outdoor,Clay,3rd Round,3,Almagro N.,Gonzalez F.,21,11,1270,1440,,,,,,,,,,,,,Walkover,1.57,2.25,1.58,2.28,1.571,2.25,1.625,2.5,1.57,2.34
27,Rome,Internazionali BNL d'Italia,05/08/2008,Masters,Outdoor,Clay,3rd Round,3,Blake J.,Verdasco F.,8,28,1965,1050,5,7,7,5,6,2,,,,,2,1,Completed,2.5,1.5,2.35,1.55,2.25,1.571,2.87,1.483,2.34,1.57
27,Rome,Internazionali BNL d'Italia,05/08/2008,Masters,Outdoor,Clay,3rd Round,3,Federer R.,Karlovic I.,1,22,6775,1280,7,6,6,3,,,,,,,2,0,Completed,1.03,11,1.07,7.48,1.05,8.5,1.069,12.5,1.06,9
27,Rome,Internazionali BNL d'Italia,05/08/2008,Masters,Outdoor,Clay,3rd Round,3,Roddick A.,Bolelli S.,6,55,2260,601,7,6,6,3,,,,,,,2,0,Completed,1.83,1.83,1.67,2.11,1.727,2,1.885,2.03,1.88,1.88
27,Rome,Internazionali BNL d'Italia,05/08/2008,Masters,Outdoor,Clay,3rd Round,3,Wawrinka S.,Ferrero J.C.,24,23,1090,1240,6,4,6,3,,,,,,,2,0,Completed,2,1.72,1.95,1.8,2,1.727,2.12,1.82,1.88,1.88
27,Rome,Internazionali BNL d'Italia,05/08/2008,Masters,Outdoor,Clay,3rd Round,3,Robredo T.,Davydenko N.,16,4,1415,3440,4,6,6,2,7,6,,,,,2,1,Completed,3.25,1.33,3.22,1.32,3.4,1.3,3.65,1.351,3.4,1.3
27,Rome,Internazionali BNL d'Italia,05/09/2008,Masters,Outdoor,Clay,Quarterfinals,3,Wawrinka S.,Blake J.,24,8,1090,1965,6,7,7,6,6,1,,,,,2,1,Completed,1.36,3.2,1.32,3.22,1.364,3,1.333,3.7,1.32,3.3
27,Rome,Internazionali BNL d'Italia,05/09/2008,Masters,Outdoor,Clay,Quarterfinals,3,Stepanek R.,Federer R.,27,1,1060,6775,7,6,7,6,,,,,,,2,0,Completed,9,1.06,9.25,1.04,8,1.063,9.25,1.098,8,1.07
27,Rome,Internazionali BNL d'Italia,05/09/2008,Masters,Outdoor,Clay,Quarterfinals,3,Roddick A.,Robredo T.,6,16,2260,1415,6,3,4,6,7,6,,,,,2,1,Completed,2.2,1.66,2.1,1.7,2.1,1.667,2.18,1.781,2.2,1.65
27,Rome,Internazionali BNL d'Italia,05/09/2008,Masters,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Almagro N.,3,21,4935,1270,6,1,1,0,,,,,,,1,0,Retired,1.39,2.87,1.53,2.4,1.533,2.375,1.483,2.87,1.49,2.54
27,Rome,Internazionali BNL d'Italia,05/10/2008,Masters,Outdoor,Clay,Semifinals,3,Wawrinka S.,Roddick A.,24,6,1090,2260,3,0,,,,,,,,,0,0,Retired,1.72,2.1,1.7,2.1,1.667,2.1,1.752,2.23,1.75,2.03
27,Rome,Internazionali BNL d'Italia,05/10/2008,Masters,Outdoor,Clay,Semifinals,3,Djokovic N.,Stepanek R.,3,27,4935,1060,6,0,1,0,,,,,,,1,0,Retired,1.19,4.5,1.2,4.25,1.2,4.333,1.27,4.4,1.23,4
27,Rome,Internazionali BNL d'Italia,05/11/2008,Masters,Outdoor,Clay,The Final,3,Djokovic N.,Wawrinka S.,3,24,4935,1090,4,6,6,3,6,3,,,,,2,1,Completed,1.25,4,1.25,3.75,1.286,3.5,1.299,4.05,1.25,3.8
28,Hamburg,Hamburg TMS,05/11/2008,Masters,Outdoor,Clay,1st Round,3,Karlovic I.,Zverev M.,24,73,1265,518,7,6,7,6,,,,,,,2,0,Completed,1.3,3.39,1.35,3.1,1.3,3.4,1.403,3.28,1.3,3.4
28,Hamburg,Hamburg TMS,05/11/2008,Masters,Outdoor,Clay,1st Round,3,Simon G.,Malisse X.,35,245,900,155,6,4,7,5,,,,,,,2,0,Completed,1.44,2.62,1.53,2.41,1.4,2.75,1.524,2.78,1.45,2.67
28,Hamburg,Hamburg TMS,05/11/2008,Masters,Outdoor,Clay,1st Round,3,Ljubicic I.,Darcis S.,29,44,1045,759,6,7,7,5,7,6,,,,,2,1,Completed,2.1,1.66,2.1,1.7,2,1.727,2.2,1.769,2.1,1.7
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Verdasco F.,Youzhny M.,28,13,1120,1410,6,3,6,2,,,,,,,2,0,Completed,1.61,2.2,1.6,2.3,1.667,2.1,1.763,2.21,1.6,2.28
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Monaco J.,Volandri F.,15,66,1405,565,6,1,4,0,,,,,,,1,0,Retired,1.36,3,1.4,2.85,1.4,2.75,1.448,3.03,1.4,2.85
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Minar I.,Lopez F.,70,32,538,955,6,3,6,4,,,,,,,2,0,Completed,2.62,1.44,2.53,1.48,2.5,1.5,2.64,1.575,2.45,1.53
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Rochus O.,Naso G.,75,275,516,135,7,6,2,6,6,4,,,,,2,1,Completed,1.66,2.1,1.65,2.15,1.667,2.1,1.82,2.12,1.72,2.07
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Bolelli S.,Granollers M.,49,54,706,662,7,5,6,2,,,,,,,2,0,Completed,1.53,2.37,1.5,2.45,1.615,2.2,1.662,2.41,1.58,2.32
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Tsonga J.W.,Mahut N.,18,42,1385,781,0,6,7,6,6,2,,,,,2,1,Completed,1.28,3.5,1.32,3.22,1.3,3.4,1.328,3.75,1.33,3.2
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Chela J.I.,Sanchez De Luna J.,39,304,805,117,6,3,6,3,,,,,,,2,0,Completed,1.16,4.5,1.21,4.06,1.16,4.5,1.225,5.05,1.15,5.2
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Llodra M.,Canas G.,40,30,805,1000,7,6,6,2,,,,,,,2,0,Completed,5,1.14,4.25,1.2,4.333,1.2,5.4,1.208,4.6,1.18
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Murray A.,Tursunov D.,14,31,1410,980,6,4,6,1,,,,,,,2,0,Completed,1.2,4.33,1.25,3.75,1.25,3.75,1.267,4.45,1.23,4
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Montanes A.,Fish M.,78,37,511,865,6,1,6,3,,,,,,,2,0,Completed,1.36,3,1.4,2.85,1.4,2.75,1.376,3.46,1.37,3
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Safin M.,Cilic M.,89,51,480,680,7,5,6,2,,,,,,,2,0,Completed,1.8,1.9,1.8,1.95,1.727,2,1.741,2.25,1.88,1.88
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Kiefer N.,Mathieu P.H.,41,21,785,1315,6,4,6,4,,,,,,,2,0,Completed,2.62,1.44,2.65,1.45,2.75,1.4,2.75,1.541,2.75,1.43
28,Hamburg,Hamburg TMS,05/12/2008,Masters,Outdoor,Clay,1st Round,3,Seppi A.,Berrer M.,43,68,763,552,6,3,6,0,,,,,,,2,0,Completed,1.38,2.87,1.42,2.75,1.444,2.625,1.485,2.86,1.37,3
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,1st Round,3,Tipsarevic J.,Beck A.,33,137,943,332,3,6,6,3,6,1,,,,,2,1,Completed,1.16,4.5,1.2,4.25,1.2,4.333,1.238,4.8,1.18,4.6
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,1st Round,3,Starace P.,Horna L.,47,85,720,493,6,3,4,2,,,,,,,1,0,Retired,1.72,2,1.8,1.95,1.833,1.833,1.971,1.935,1.78,1.98
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,1st Round,3,Acasuso J.,Vliegen K.,45,83,751,497,5,2,,,,,,,,,0,0,Retired,,,,,1.364,3,1.478,2.89,,
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,1st Round,3,Moya C.,Benneteau J.,12,60,1440,585,3,6,6,4,7,6,,,,,2,1,Completed,1.5,2.5,1.55,2.35,1.533,2.375,1.606,2.55,1.47,2.6
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,1st Round,3,Soderling R.,Andreev I.,48,26,710,1195,4,6,6,3,6,3,,,,,2,1,Completed,2.25,1.57,2.3,1.6,2.25,1.571,2.41,1.662,2.15,1.68
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,1st Round,3,Robredo T.,Kohlschreiber P.,16,34,1400,935,2,6,7,6,6,3,,,,,2,1,Completed,1.57,2.25,1.6,2.3,1.533,2.375,1.741,2.25,1.6,2.28
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,1st Round,3,Wawrinka S.,Martin A.,10,132,1545,337,6,3,6,3,,,,,,,2,0,Completed,1.28,3.5,1.28,3.46,1.33,3.25,1.328,3.75,1.33,3.2
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,1st Round,3,Nieminen J.,Schuettler R.,27,87,1170,488,6,1,6,3,,,,,,,2,0,Completed,1.36,3,1.4,2.85,1.333,3.25,1.352,3.64,1.35,3.1
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,2nd Round,3,Verdasco F.,Llodra M.,28,40,1120,805,6,2,6,0,,,,,,,2,0,Completed,1.28,3.5,1.28,3.46,1.286,3.5,1.361,3.57,1.36,3.05
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,2nd Round,3,Davydenko N.,Ljubicic I.,4,29,3290,1045,6,4,6,1,,,,,,,2,0,Completed,1.16,4.5,1.2,4.25,1.2,4.333,1.213,5.3,1.18,4.6
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,2nd Round,3,Ferrer D.,Minar I.,5,70,2780,538,6,3,6,3,,,,,,,2,0,Completed,1.08,7,1.1,6.25,1.1,6.5,1.15,7.05,1.14,5.5
28,Hamburg,Hamburg TMS,05/13/2008,Masters,Outdoor,Clay,2nd Round,3,Seppi A.,Gasquet R.,43,9,763,1660,6,3,6,2,,,,,,,2,0,Completed,2.37,1.53,2.35,1.55,2.375,1.533,2.65,1.571,2.28,1.6
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Montanes A.,Acasuso J.,78,45,511,751,7,6,6,3,,,,,,,2,0,Completed,2.62,1.44,2.53,1.48,2.625,1.444,2.86,1.485,2.75,1.43
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Monaco J.,Bolelli S.,15,49,1405,706,6,2,6,1,,,,,,,2,0,Completed,1.53,2.37,1.48,2.53,1.533,2.375,1.493,2.83,1.57,2.34
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Safin M.,Berdych T.,89,11,480,1490,7,5,6,4,,,,,,,2,0,Completed,1.8,1.9,1.73,2.03,1.727,2,1.813,2.13,1.67,2.15
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Tipsarevic J.,Blake J.,33,8,943,2055,4,6,6,3,6,3,,,,,2,1,Completed,1.83,1.83,1.91,1.83,1.909,1.8,1.893,2.02,1.94,1.82
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Kiefer N.,Wawrinka S.,41,10,785,1545,7,5,7,5,,,,,,,2,0,Completed,2.87,1.38,2.85,1.4,2.75,1.4,2.83,1.493,2.68,1.45
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Karlovic I.,Robredo T.,24,16,1265,1400,3,6,6,2,7,6,,,,,2,1,Completed,2.37,1.53,2.1,1.65,2.375,1.533,2.42,1.658,2.14,1.68
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Soderling R.,Tsonga J.W.,48,18,710,1385,6,2,7,5,,,,,,,2,0,Completed,1.4,2.75,1.42,2.75,1.444,2.625,1.4,3.3,1.43,2.75
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Moya C.,Rochus O.,12,75,1440,516,7,5,6,3,,,,,,,2,0,Completed,1.36,3,1.45,2.6,1.444,2.625,1.446,3.04,1.45,2.67
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Federer R.,Nieminen J.,1,27,6825,1170,6,1,6,3,,,,,,,2,0,Completed,1.05,9,1.05,8.5,1.04,9,1.078,11.25,1.07,8
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Murray A.,Simon G.,14,35,1410,900,6,3,6,3,,,,,,,2,0,Completed,1.36,3,1.37,2.92,1.364,3,1.444,3.05,1.37,3
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Nadal R.,Starace P.,2,47,5435,720,6,4,7,6,,,,,,,2,0,Completed,1.03,11,1.04,9.25,1.04,9,1.074,11.5,1.05,9
28,Hamburg,Hamburg TMS,05/14/2008,Masters,Outdoor,Clay,2nd Round,3,Djokovic N.,Chela J.I.,3,39,5125,805,6,3,6,1,,,,,,,2,0,Completed,1.12,5.5,1.17,4.67,1.143,5,1.171,6.35,1.16,5
28,Hamburg,Hamburg TMS,05/15/2008,Masters,Outdoor,Clay,3rd Round,3,Verdasco F.,Ferrer D.,28,5,1120,2780,7,6,6,2,,,,,,,2,0,Completed,2.62,1.44,2.6,1.45,2.75,1.4,2.69,1.559,2.68,1.45
28,Hamburg,Hamburg TMS,05/15/2008,Masters,Outdoor,Clay,3rd Round,3,Montanes A.,Tipsarevic J.,78,33,511,943,6,2,6,1,,,,,,,2,0,Completed,2.62,1.44,2.67,1.44,2.375,1.533,2.59,1.592,2.6,1.47
28,Hamburg,Hamburg TMS,05/15/2008,Masters,Outdoor,Clay,3rd Round,3,Seppi A.,Monaco J.,43,15,763,1405,6,0,6,3,,,,,,,2,0,Completed,3,1.36,3.22,1.32,3,1.364,3.7,1.333,3,1.37
28,Hamburg,Hamburg TMS,05/15/2008,Masters,Outdoor,Clay,3rd Round,3,Federer R.,Soderling R.,1,48,6825,710,6,3,6,2,,,,,,,2,0,Completed,1.12,5.5,1.13,5.5,1.125,5.5,1.215,5.26,1.17,4.8
28,Hamburg,Hamburg TMS,05/15/2008,Masters,Outdoor,Clay,3rd Round,3,Moya C.,Safin M.,12,89,1440,480,6,2,6,7,6,1,,,,,2,1,Completed,2,1.72,2.1,1.7,2,1.727,2.18,1.781,2,1.77
28,Hamburg,Hamburg TMS,05/15/2008,Masters,Outdoor,Clay,3rd Round,3,Djokovic N.,Karlovic I.,3,24,5125,1265,7,6,6,3,,,,,,,2,0,Completed,1.1,6.5,1.13,5.5,1.125,5.5,1.141,7.38,1.12,6
28,Hamburg,Hamburg TMS,05/15/2008,Masters,Outdoor,Clay,3rd Round,3,Kiefer N.,Davydenko N.,41,4,785,3290,7,5,6,3,,,,,,,2,0,Completed,4,1.22,3.97,1.22,4.333,1.2,4.71,1.243,3.75,1.25
28,Hamburg,Hamburg TMS,05/15/2008,Masters,Outdoor,Clay,3rd Round,3,Nadal R.,Murray A.,2,14,5435,1410,6,3,6,2,,,,,,,2,0,Completed,1.12,5.5,1.13,5.5,1.143,5,1.2,5.5,1.13,5.6
28,Hamburg,Hamburg TMS,05/16/2008,Masters,Outdoor,Clay,Quarterfinals,3,Federer R.,Verdasco F.,1,28,6825,1120,6,3,6,3,,,,,,,2,0,Completed,1.11,6.5,1.13,5.5,1.111,6,1.155,6.85,1.12,5.85
28,Hamburg,Hamburg TMS,05/16/2008,Masters,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Montanes A.,3,78,5125,511,6,2,6,3,,,,,,,2,0,Completed,1.07,8,1.1,6.75,1.083,7,1.1,9,1.07,8
28,Hamburg,Hamburg TMS,05/16/2008,Masters,Outdoor,Clay,Quarterfinals,3,Seppi A.,Kiefer N.,43,41,763,785,6,3,5,7,7,5,,,,,2,1,Completed,2.1,1.72,2.1,1.7,2,1.727,2.32,1.704,1.96,1.8
28,Hamburg,Hamburg TMS,05/16/2008,Masters,Outdoor,Clay,Quarterfinals,3,Nadal R.,Moya C.,2,12,5435,1440,6,1,6,3,,,,,,,2,0,Completed,1.05,10,1.05,8.5,1.071,7.5,1.08,11,1.08,7.5
28,Hamburg,Hamburg TMS,05/17/2008,Masters,Outdoor,Clay,Semifinals,3,Federer R.,Seppi A.,1,43,6825,763,6,3,6,1,,,,,,,2,0,Completed,1.05,10,1.07,7.19,1.071,7.5,1.074,11.5,1.05,9.5
28,Hamburg,Hamburg TMS,05/17/2008,Masters,Outdoor,Clay,Semifinals,3,Nadal R.,Djokovic N.,2,3,5435,5125,7,5,2,6,6,2,,,,,2,1,Completed,1.4,2.87,1.43,2.71,1.364,3,1.469,2.93,1.4,2.85
28,Hamburg,Hamburg TMS,05/18/2008,Masters,Outdoor,Clay,The Final,3,Nadal R.,Federer R.,2,1,5435,6825,7,5,6,7,6,3,,,,,2,1,Completed,1.57,2.37,1.53,2.4,1.571,2.25,1.637,2.47,1.6,2.4
29,Casablanca,Grand Prix Hassan II,05/18/2008,International Series,Outdoor,Clay,1st Round,3,Hrbaty D.,Luczak P.,300,113,118,406,2,1,,,,,,,,,0,0,Retired,3,1.36,,,3,1.36,3.6,1.357,3.1,1.35
29,Casablanca,Grand Prix Hassan II,05/18/2008,International Series,Outdoor,Clay,1st Round,3,Patience O.,Daniel M.,133,77,346,517,6,7,7,6,6,4,,,,,2,1,Completed,2.25,1.57,,,2.25,1.57,2.83,1.505,2.6,1.47
29,Casablanca,Grand Prix Hassan II,05/18/2008,International Series,Outdoor,Clay,1st Round,3,Pashanski B.,Becker B.,107,101,428,438,2,6,6,3,7,6,,,,,2,1,Completed,1.44,2.62,,,1.44,2.62,1.481,2.88,1.47,2.6
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Simon G.,Serra F.,36,90,900,487,6,2,5,7,6,3,,,,,2,1,Completed,1.36,3,1.48,2.53,1.444,2.625,1.417,3.2,1.38,2.95
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Schuettler R.,Guccione C.,89,70,488,544,6,4,6,7,6,2,,,,,2,1,Completed,2.25,1.57,2.15,1.65,2.2,1.615,2.55,1.606,2.2,1.64
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Calleri A.,Ascione T.,57,110,615,421,3,6,6,1,6,2,,,,,2,1,Completed,1.25,3.75,1.3,3.35,1.25,3.75,1.328,3.75,1.3,3.4
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Cuevas P.,Jun W.S.,117,236,401,165,6,4,6,1,,,,,,,2,0,Completed,1.39,2.75,1.45,2.6,1.5,2.5,1.437,3.09,1.41,2.82
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Hanescu V.,189,76,214,517,6,2,6,7,6,3,,,,,2,1,Completed,1.39,2.75,1.48,2.53,1.444,2.625,1.485,2.86,1.41,2.82
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Coria G.,Polansky P.,733,272,21,137,4,6,6,4,6,3,,,,,2,1,Completed,2.1,1.66,2.1,1.65,2,1.727,2.33,1.699,2.05,1.73
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Gicquel M.,Ramirez-Hidalgo R.,59,140,604,335,6,3,6,0,,,,,,,2,0,Completed,1.8,1.9,1.8,1.95,1.833,1.833,1.8,2.15,1.88,1.88
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Benneteau J.,Mayer F.,65,114,570,402,2,6,6,3,6,4,,,,,2,1,Completed,1.36,3,1.4,2.85,1.4,2.75,1.403,3.28,1.38,2.95
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Tsonga J.W.,Montanes A.,15,56,1420,621,6,4,7,6,,,,,,,2,0,Completed,2.37,1.53,2.25,1.6,2.2,1.615,2.72,1.549,2.32,1.58
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Ouahab L.,Vassallo-Arguello M.,330,105,104,433,7,5,6,2,,,,,,,2,0,Completed,4.5,1.16,,,4.333,1.2,4.6,1.25,4.3,1.2
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Ventura S.,Clement A.,94,91,461,484,7,6,6,1,,,,,,,2,0,Completed,1.72,2,1.85,1.9,1.833,1.833,1.971,1.935,1.82,1.94
29,Casablanca,Grand Prix Hassan II,05/19/2008,International Series,Outdoor,Clay,1st Round,3,Monfils G.,Garcia-Lopez G.,48,93,718,477,6,7,7,5,6,0,,,,,2,1,Completed,1.38,2.87,1.4,2.85,1.444,2.625,1.439,3.08,1.41,2.82
29,Casablanca,Grand Prix Hassan II,05/20/2008,International Series,Outdoor,Clay,1st Round,3,Hernandez O.,Dancevic F.,95,112,457,415,6,7,6,4,7,6,,,,,2,1,Completed,1.22,4,1.2,4.25,1.222,4,1.278,4.3,1.23,4
29,Casablanca,Grand Prix Hassan II,05/20/2008,International Series,Outdoor,Clay,2nd Round,3,Calleri A.,Patience O.,57,133,615,346,6,2,7,5,,,,,,,2,0,Completed,1.25,3.75,1.3,3.35,1.25,3.75,1.289,4.16,1.27,3.6
29,Casablanca,Grand Prix Hassan II,05/20/2008,International Series,Outdoor,Clay,2nd Round,3,Simon G.,Pashanski B.,36,107,900,428,3,6,6,4,6,3,,,,,2,1,Completed,1.3,3.4,1.35,3.1,1.333,3.25,1.328,3.75,1.31,3.3
29,Casablanca,Grand Prix Hassan II,05/20/2008,International Series,Outdoor,Clay,2nd Round,3,El Aynaoui Y.,Hrbaty D.,189,300,214,118,6,3,7,5,,,,,,,2,0,Completed,1.25,3.75,1.3,3.35,1.25,3.75,1.294,4.1,1.3,3.4
29,Casablanca,Grand Prix Hassan II,05/20/2008,International Series,Outdoor,Clay,2nd Round,3,Gicquel M.,Coria G.,59,733,604,21,6,1,2,6,7,6,,,,,2,1,Completed,1.28,3.5,1.3,3.35,1.3,3.4,1.267,4.45,1.27,3.6
29,Casablanca,Grand Prix Hassan II,05/21/2008,International Series,Outdoor,Clay,2nd Round,3,Ventura S.,Schuettler R.,94,89,461,488,2,6,6,4,6,0,,,,,2,1,Completed,1.44,2.62,1.48,2.53,1.5,2.5,1.463,2.96,1.47,2.6
29,Casablanca,Grand Prix Hassan II,05/21/2008,International Series,Outdoor,Clay,2nd Round,3,Benneteau J.,Cuevas P.,65,117,570,401,6,4,6,4,,,,,,,2,0,Completed,1.61,2.2,1.6,2.3,1.571,2.25,1.69,2.35,1.56,2.35
29,Casablanca,Grand Prix Hassan II,05/21/2008,International Series,Outdoor,Clay,2nd Round,3,Hernandez O.,Monfils G.,95,48,457,718,6,3,6,2,,,,,,,2,0,Completed,3.4,1.3,2.92,1.37,3,1.364,3.75,1.328,3.35,1.31
29,Casablanca,Grand Prix Hassan II,05/21/2008,International Series,Outdoor,Clay,2nd Round,3,Tsonga J.W.,Ouahab L.,15,330,1420,104,6,3,6,2,,,,,,,2,0,Completed,1.1,6.5,1.15,5.2,1.143,5,1.143,7.3,1.12,5.85
29,Casablanca,Grand Prix Hassan II,05/22/2008,International Series,Outdoor,Clay,Quarterfinals,3,Benneteau J.,Hernandez O.,65,95,570,457,6,3,5,2,,,,,,,1,0,Retired,1.61,2.2,1.65,2.15,1.667,2.1,1.613,2.53,,
29,Casablanca,Grand Prix Hassan II,05/22/2008,International Series,Outdoor,Clay,Quarterfinals,3,Calleri A.,El Aynaoui Y.,57,189,615,214,,,,,,,,,,,,,Walkover,1.72,2,1.76,1.99,1.833,1.833,1.877,2.04,,
29,Casablanca,Grand Prix Hassan II,05/22/2008,International Series,Outdoor,Clay,Quarterfinals,3,Tsonga J.W.,Ventura S.,15,94,1420,461,6,3,6,3,,,,,,,2,0,Completed,1.33,3.25,1.35,3,1.333,3.25,1.353,3.63,1.37,3
29,Casablanca,Grand Prix Hassan II,05/22/2008,International Series,Outdoor,Clay,Quarterfinals,3,Simon G.,Gicquel M.,36,59,900,604,6,3,6,2,,,,,,,2,0,Completed,1.39,2.75,1.48,2.53,1.5,2.5,1.508,2.82,1.55,2.38
29,Casablanca,Grand Prix Hassan II,05/23/2008,International Series,Outdoor,Clay,Semifinals,3,Simon G.,Tsonga J.W.,36,15,900,1420,,,,,,,,,,,,,Walkover,2.5,1.5,2.3,1.6,2.2,1.615,2.55,1.606,2.16,1.66
29,Casablanca,Grand Prix Hassan II,05/23/2008,International Series,Outdoor,Clay,Semifinals,3,Benneteau J.,Calleri A.,65,57,570,615,1,6,6,1,6,3,,,,,2,1,Completed,2.25,1.57,2.3,1.6,2.2,1.615,2.28,1.725,2.2,1.64
